"","MCPP","year","Offense.Parent.Group","n"
"427","ALKI","2012","FRAUD OFFENSES",16
"428","ALKI","2012","HOMICIDE OFFENSES",1
"429","ALKI","2012","KIDNAPPING/ABDUCTION",1
"430","ALKI","2012","LARCENY-THEFT",111
"431","ALKI","2012","LIQUOR LAW VIOLATIONS",1
"432","ALKI","2012","MOTOR VEHICLE THEFT",19
"433","ALKI","2012","ROBBERY",3
"434","ALKI","2012","SEX OFFENSES",1
"435","ALKI","2012","STOLEN PROPERTY OFFENSES",1
"436","ALKI","2012","TRESPASS OF REAL PROPERTY",3
"437","ALKI","2012","WEAPON LAW VIOLATIONS",7
"438","ALKI","2013","ASSAULT OFFENSES",34
"439","ALKI","2013","BAD CHECKS",2
"440","ALKI","2013","BURGLARY/BREAKING&ENTERING",55
"441","ALKI","2013","COUNTERFEITING/FORGERY",1
"442","ALKI","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",55
"443","ALKI","2013","DRIVING UNDER THE INFLUENCE",11
"444","ALKI","2013","DRUG/NARCOTIC OFFENSES",1
"445","ALKI","2013","FAMILY OFFENSES, NONVIOLENT",9
"446","ALKI","2013","FRAUD OFFENSES",23
"447","ALKI","2013","LARCENY-THEFT",111
"448","ALKI","2013","LIQUOR LAW VIOLATIONS",5
"449","ALKI","2013","MOTOR VEHICLE THEFT",36
"450","ALKI","2013","PORNOGRAPHY/OBSCENE MATERIAL",1
"451","ALKI","2013","ROBBERY",2
"452","ALKI","2013","TRESPASS OF REAL PROPERTY",3
"453","ALKI","2013","WEAPON LAW VIOLATIONS",3
"454","ALKI","2014","ASSAULT OFFENSES",43
"455","ALKI","2014","BAD CHECKS",3
"456","ALKI","2014","BURGLARY/BREAKING&ENTERING",27
"457","ALKI","2014","COUNTERFEITING/FORGERY",2
"458","ALKI","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",35
"459","ALKI","2014","DRIVING UNDER THE INFLUENCE",6
"460","ALKI","2014","DRUG/NARCOTIC OFFENSES",3
"461","ALKI","2014","FAMILY OFFENSES, NONVIOLENT",4
"462","ALKI","2014","FRAUD OFFENSES",41
"463","ALKI","2014","LARCENY-THEFT",106
"464","ALKI","2014","LIQUOR LAW VIOLATIONS",1
"465","ALKI","2014","MOTOR VEHICLE THEFT",31
"466","ALKI","2014","ROBBERY",5
"467","ALKI","2014","SEX OFFENSES",1
"468","ALKI","2014","TRESPASS OF REAL PROPERTY",3
"469","ALKI","2014","WEAPON LAW VIOLATIONS",2
"470","ALKI","2015","ASSAULT OFFENSES",40
"471","ALKI","2015","BAD CHECKS",2
"472","ALKI","2015","BURGLARY/BREAKING&ENTERING",40
"473","ALKI","2015","COUNTERFEITING/FORGERY",1
"474","ALKI","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",41
"475","ALKI","2015","DRIVING UNDER THE INFLUENCE",3
"476","ALKI","2015","DRUG/NARCOTIC OFFENSES",2
"477","ALKI","2015","EMBEZZLEMENT",1
"478","ALKI","2015","FAMILY OFFENSES, NONVIOLENT",9
"479","ALKI","2015","FRAUD OFFENSES",28
"480","ALKI","2015","LARCENY-THEFT",101
"481","ALKI","2015","LIQUOR LAW VIOLATIONS",1
"482","ALKI","2015","MOTOR VEHICLE THEFT",27
"483","ALKI","2015","ROBBERY",9
"484","ALKI","2015","SEX OFFENSES",1
"485","ALKI","2015","STOLEN PROPERTY OFFENSES",3
"486","ALKI","2015","TRESPASS OF REAL PROPERTY",1
"487","ALKI","2015","WEAPON LAW VIOLATIONS",1
"488","ALKI","2016","ASSAULT OFFENSES",43
"489","ALKI","2016","BAD CHECKS",3
"490","ALKI","2016","BURGLARY/BREAKING&ENTERING",47
"491","ALKI","2016","COUNTERFEITING/FORGERY",1
"492","ALKI","2016","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"493","ALKI","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",55
"494","ALKI","2016","DRIVING UNDER THE INFLUENCE",6
"495","ALKI","2016","DRUG/NARCOTIC OFFENSES",2
"496","ALKI","2016","FAMILY OFFENSES, NONVIOLENT",6
"497","ALKI","2016","FRAUD OFFENSES",37
"498","ALKI","2016","LARCENY-THEFT",117
"499","ALKI","2016","LIQUOR LAW VIOLATIONS",2
"500","ALKI","2016","MOTOR VEHICLE THEFT",29
"501","ALKI","2016","ROBBERY",4
"502","ALKI","2016","SEX OFFENSES",1
"503","ALKI","2016","STOLEN PROPERTY OFFENSES",1
"504","ALKI","2016","TRESPASS OF REAL PROPERTY",6
"505","ALKI","2016","WEAPON LAW VIOLATIONS",2
"506","ALKI","2017","ASSAULT OFFENSES",55
"507","ALKI","2017","BAD CHECKS",5
"508","ALKI","2017","BRIBERY",1
"509","ALKI","2017","BURGLARY/BREAKING&ENTERING",36
"510","ALKI","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",56
"511","ALKI","2017","DRIVING UNDER THE INFLUENCE",8
"512","ALKI","2017","DRUG/NARCOTIC OFFENSES",2
"513","ALKI","2017","EXTORTION/BLACKMAIL",1
"514","ALKI","2017","FAMILY OFFENSES, NONVIOLENT",7
"515","ALKI","2017","FRAUD OFFENSES",43
"516","ALKI","2017","HOMICIDE OFFENSES",1
"517","ALKI","2017","LARCENY-THEFT",120
"518","ALKI","2017","LIQUOR LAW VIOLATIONS",1
"519","ALKI","2017","MOTOR VEHICLE THEFT",38
"520","ALKI","2017","ROBBERY",2
"521","ALKI","2017","SEX OFFENSES",3
"522","ALKI","2017","STOLEN PROPERTY OFFENSES",3
"523","ALKI","2017","TRESPASS OF REAL PROPERTY",6
"524","ALKI","2017","WEAPON LAW VIOLATIONS",7
"525","ALKI","2018","ARSON",2
"526","ALKI","2018","ASSAULT OFFENSES",50
"527","ALKI","2018","BAD CHECKS",3
"528","ALKI","2018","BURGLARY/BREAKING&ENTERING",44
"529","ALKI","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",46
"530","ALKI","2018","DRIVING UNDER THE INFLUENCE",12
"531","ALKI","2018","DRUG/NARCOTIC OFFENSES",1
"532","ALKI","2018","EXTORTION/BLACKMAIL",1
"533","ALKI","2018","FAMILY OFFENSES, NONVIOLENT",5
"534","ALKI","2018","FRAUD OFFENSES",20
"535","ALKI","2018","HOMICIDE OFFENSES",1
"536","ALKI","2018","LARCENY-THEFT",89
"537","ALKI","2018","MOTOR VEHICLE THEFT",33
"538","ALKI","2018","ROBBERY",2
"539","ALKI","2018","SEX OFFENSES",1
"540","ALKI","2018","STOLEN PROPERTY OFFENSES",1
"541","ALKI","2018","TRESPASS OF REAL PROPERTY",6
"542","ALKI","2018","WEAPON LAW VIOLATIONS",1
"543","ALKI","2019","ASSAULT OFFENSES",48
"544","ALKI","2019","BURGLARY/BREAKING&ENTERING",33
"545","ALKI","2019","COUNTERFEITING/FORGERY",1
"546","ALKI","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",27
"547","ALKI","2019","DRIVING UNDER THE INFLUENCE",17
"548","ALKI","2019","EXTORTION/BLACKMAIL",1
"549","ALKI","2019","FAMILY OFFENSES, NONVIOLENT",3
"550","ALKI","2019","FRAUD OFFENSES",31
"551","ALKI","2019","LARCENY-THEFT",102
"552","ALKI","2019","MOTOR VEHICLE THEFT",15
"553","ALKI","2019","ROBBERY",3
"554","ALKI","2019","SEX OFFENSES",2
"555","ALKI","2019","STOLEN PROPERTY OFFENSES",1
"556","ALKI","2019","TRESPASS OF REAL PROPERTY",6
"557","ALKI","2019","WEAPON LAW VIOLATIONS",1
"558","ALKI","2020","ASSAULT OFFENSES",55
"559","ALKI","2020","BURGLARY/BREAKING&ENTERING",37
"560","ALKI","2020","COUNTERFEITING/FORGERY",3
"561","ALKI","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",33
"562","ALKI","2020","DRIVING UNDER THE INFLUENCE",10
"563","ALKI","2020","DRUG/NARCOTIC OFFENSES",1
"564","ALKI","2020","EXTORTION/BLACKMAIL",2
"565","ALKI","2020","FRAUD OFFENSES",115
"566","ALKI","2020","KIDNAPPING/ABDUCTION",1
"567","ALKI","2020","LARCENY-THEFT",105
"568","ALKI","2020","MOTOR VEHICLE THEFT",21
"569","ALKI","2020","PEEPING TOM",2
"570","ALKI","2020","ROBBERY",2
"571","ALKI","2020","SEX OFFENSES",5
"572","ALKI","2020","TRESPASS OF REAL PROPERTY",6
"573","ALKI","2020","WEAPON LAW VIOLATIONS",1
"574","ALKI","2021","ASSAULT OFFENSES",60
"575","ALKI","2021","BURGLARY/BREAKING&ENTERING",36
"576","ALKI","2021","COUNTERFEITING/FORGERY",4
"577","ALKI","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",31
"578","ALKI","2021","DRIVING UNDER THE INFLUENCE",10
"579","ALKI","2021","FRAUD OFFENSES",31
"580","ALKI","2021","HOMICIDE OFFENSES",1
"581","ALKI","2021","KIDNAPPING/ABDUCTION",1
"582","ALKI","2021","LARCENY-THEFT",140
"583","ALKI","2021","MOTOR VEHICLE THEFT",40
"584","ALKI","2021","PORNOGRAPHY/OBSCENE MATERIAL",1
"585","ALKI","2021","ROBBERY",2
"586","ALKI","2021","SEX OFFENSES",6
"587","ALKI","2021","TRESPASS OF REAL PROPERTY",3
"588","ALKI","2021","WEAPON LAW VIOLATIONS",3
"589","ALKI","2022","ARSON",1
"590","ALKI","2022","ASSAULT OFFENSES",53
"591","ALKI","2022","BURGLARY/BREAKING&ENTERING",37
"592","ALKI","2022","COUNTERFEITING/FORGERY",1
"593","ALKI","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",44
"594","ALKI","2022","DRIVING UNDER THE INFLUENCE",8
"595","ALKI","2022","DRUG/NARCOTIC OFFENSES",1
"596","ALKI","2022","EXTORTION/BLACKMAIL",1
"597","ALKI","2022","FRAUD OFFENSES",22
"598","ALKI","2022","KIDNAPPING/ABDUCTION",3
"599","ALKI","2022","LARCENY-THEFT",145
"600","ALKI","2022","MOTOR VEHICLE THEFT",65
"601","ALKI","2022","PORNOGRAPHY/OBSCENE MATERIAL",1
"602","ALKI","2022","ROBBERY",5
"603","ALKI","2022","SEX OFFENSES",2
"604","ALKI","2022","STOLEN PROPERTY OFFENSES",3
"605","ALKI","2022","TRESPASS OF REAL PROPERTY",4
"606","ALKI","2022","WEAPON LAW VIOLATIONS",4
"607","ALKI","2023","ASSAULT OFFENSES",2
"608","ALKI","2023","BURGLARY/BREAKING&ENTERING",5
"609","ALKI","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",2
"610","ALKI","2023","DRIVING UNDER THE INFLUENCE",1
"611","ALKI","2023","FAMILY OFFENSES, NONVIOLENT",1
"612","ALKI","2023","FRAUD OFFENSES",1
"613","ALKI","2023","LARCENY-THEFT",9
"614","ALKI","2023","MOTOR VEHICLE THEFT",6
"615","ALKI","2023","PEEPING TOM",1
"616","ALKI","2023","SEX OFFENSES",1
"617","BALLARD NORTH","","ASSAULT OFFENSES",5
"618","BALLARD NORTH","","BURGLARY/BREAKING&ENTERING",3
"619","BALLARD NORTH","","COUNTERFEITING/FORGERY",1
"620","BALLARD NORTH","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"621","BALLARD NORTH","","FAMILY OFFENSES, NONVIOLENT",1
"622","BALLARD NORTH","","FRAUD OFFENSES",2
"623","BALLARD NORTH","","LARCENY-THEFT",10
"624","BALLARD NORTH","","MOTOR VEHICLE THEFT",1
"625","BALLARD NORTH","","PORNOGRAPHY/OBSCENE MATERIAL",1
"626","BALLARD NORTH","","SEX OFFENSES",4
"627","BALLARD NORTH","1988","SEX OFFENSES",2
"628","BALLARD NORTH","1996","SEX OFFENSES",1
"629","BALLARD NORTH","2001","BAD CHECKS",1
"630","BALLARD NORTH","2001","FAMILY OFFENSES, NONVIOLENT",1
"631","BALLARD NORTH","2001","LARCENY-THEFT",1
"632","BALLARD NORTH","2002","FRAUD OFFENSES",3
"633","BALLARD NORTH","2004","SEX OFFENSES",1
"634","BALLARD NORTH","2005","FRAUD OFFENSES",3
"635","BALLARD NORTH","2006","FAMILY OFFENSES, NONVIOLENT",1
"636","BALLARD NORTH","2006","FRAUD OFFENSES",1
"637","BALLARD NORTH","2006","SEX OFFENSES",1
"638","BALLARD NORTH","2007","ASSAULT OFFENSES",1
"639","BALLARD NORTH","2007","BAD CHECKS",2
"640","BALLARD NORTH","2007","BURGLARY/BREAKING&ENTERING",1
"641","BALLARD NORTH","2007","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",4
"642","BALLARD NORTH","2007","FAMILY OFFENSES, NONVIOLENT",2
"643","BALLARD NORTH","2007","FRAUD OFFENSES",12
"644","BALLARD NORTH","2007","LARCENY-THEFT",7
"645","BALLARD NORTH","2007","LIQUOR LAW VIOLATIONS",1
"646","BALLARD NORTH","2007","MOTOR VEHICLE THEFT",1
"647","BALLARD NORTH","2008","ARSON",3
"648","BALLARD NORTH","2008","ASSAULT OFFENSES",145
"649","BALLARD NORTH","2008","BAD CHECKS",17
"650","BALLARD NORTH","2008","BURGLARY/BREAKING&ENTERING",161
"651","BALLARD NORTH","2008","COUNTERFEITING/FORGERY",3
"652","BALLARD NORTH","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",169
"653","BALLARD NORTH","2008","DRIVING UNDER THE INFLUENCE",14
"654","BALLARD NORTH","2008","DRUG/NARCOTIC OFFENSES",13
"655","BALLARD NORTH","2008","EMBEZZLEMENT",1
"656","BALLARD NORTH","2008","FAMILY OFFENSES, NONVIOLENT",10
"657","BALLARD NORTH","2008","FRAUD OFFENSES",75
"658","BALLARD NORTH","2008","LARCENY-THEFT",498
"659","BALLARD NORTH","2008","LIQUOR LAW VIOLATIONS",4
"660","BALLARD NORTH","2008","MOTOR VEHICLE THEFT",104
"661","BALLARD NORTH","2008","PORNOGRAPHY/OBSCENE MATERIAL",1
"662","BALLARD NORTH","2008","PROSTITUTION OFFENSES",5
"663","BALLARD NORTH","2008","ROBBERY",26
"664","BALLARD NORTH","2008","SEX OFFENSES",4
"665","BALLARD NORTH","2008","STOLEN PROPERTY OFFENSES",1
"666","BALLARD NORTH","2008","TRESPASS OF REAL PROPERTY",5
"667","BALLARD NORTH","2008","WEAPON LAW VIOLATIONS",4
"668","BALLARD NORTH","2009","ARSON",3
"669","BALLARD NORTH","2009","ASSAULT OFFENSES",169
"670","BALLARD NORTH","2009","BAD CHECKS",14
"671","BALLARD NORTH","2009","BURGLARY/BREAKING&ENTERING",197
"672","BALLARD NORTH","2009","COUNTERFEITING/FORGERY",4
"673","BALLARD NORTH","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",170
"674","BALLARD NORTH","2009","DRIVING UNDER THE INFLUENCE",30
"675","BALLARD NORTH","2009","DRUG/NARCOTIC OFFENSES",42
"676","BALLARD NORTH","2009","EMBEZZLEMENT",5
"677","BALLARD NORTH","2009","EXTORTION/BLACKMAIL",1
"678","BALLARD NORTH","2009","FAMILY OFFENSES, NONVIOLENT",13
"679","BALLARD NORTH","2009","FRAUD OFFENSES",69
"680","BALLARD NORTH","2009","KIDNAPPING/ABDUCTION",1
"681","BALLARD NORTH","2009","LARCENY-THEFT",587
"682","BALLARD NORTH","2009","LIQUOR LAW VIOLATIONS",14
"683","BALLARD NORTH","2009","MOTOR VEHICLE THEFT",89
"684","BALLARD NORTH","2009","PEEPING TOM",1
"685","BALLARD NORTH","2009","PORNOGRAPHY/OBSCENE MATERIAL",1
"686","BALLARD NORTH","2009","ROBBERY",27
"687","BALLARD NORTH","2009","SEX OFFENSES",2
"688","BALLARD NORTH","2009","STOLEN PROPERTY OFFENSES",5
"689","BALLARD NORTH","2009","TRESPASS OF REAL PROPERTY",11
"690","BALLARD NORTH","2009","WEAPON LAW VIOLATIONS",15
"691","BALLARD NORTH","2010","ARSON",1
"692","BALLARD NORTH","2010","ASSAULT OFFENSES",177
"693","BALLARD NORTH","2010","BAD CHECKS",13
"694","BALLARD NORTH","2010","BURGLARY/BREAKING&ENTERING",154
"695","BALLARD NORTH","2010","COUNTERFEITING/FORGERY",4
"696","BALLARD NORTH","2010","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"697","BALLARD NORTH","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",186
"698","BALLARD NORTH","2010","DRIVING UNDER THE INFLUENCE",32
"699","BALLARD NORTH","2010","DRUG/NARCOTIC OFFENSES",29
"700","BALLARD NORTH","2010","EMBEZZLEMENT",1
"701","BALLARD NORTH","2010","EXTORTION/BLACKMAIL",1
"702","BALLARD NORTH","2010","FAMILY OFFENSES, NONVIOLENT",16
"703","BALLARD NORTH","2010","FRAUD OFFENSES",82
"704","BALLARD NORTH","2010","LARCENY-THEFT",470
"705","BALLARD NORTH","2010","LIQUOR LAW VIOLATIONS",20
"706","BALLARD NORTH","2010","MOTOR VEHICLE THEFT",93
"707","BALLARD NORTH","2010","PROSTITUTION OFFENSES",1
"708","BALLARD NORTH","2010","ROBBERY",18
"709","BALLARD NORTH","2010","SEX OFFENSES",4
"710","BALLARD NORTH","2010","SEX OFFENSES, CONSENSUAL",1
"711","BALLARD NORTH","2010","STOLEN PROPERTY OFFENSES",4
"712","BALLARD NORTH","2010","TRESPASS OF REAL PROPERTY",13
"713","BALLARD NORTH","2010","WEAPON LAW VIOLATIONS",9
"714","BALLARD NORTH","2011","ARSON",3
"715","BALLARD NORTH","2011","ASSAULT OFFENSES",155
"716","BALLARD NORTH","2011","BAD CHECKS",8
"717","BALLARD NORTH","2011","BURGLARY/BREAKING&ENTERING",191
"718","BALLARD NORTH","2011","COUNTERFEITING/FORGERY",4
"719","BALLARD NORTH","2011","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"720","BALLARD NORTH","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",149
"721","BALLARD NORTH","2011","DRIVING UNDER THE INFLUENCE",37
"722","BALLARD NORTH","2011","DRUG/NARCOTIC OFFENSES",18
"723","BALLARD NORTH","2011","EMBEZZLEMENT",3
"724","BALLARD NORTH","2011","FAMILY OFFENSES, NONVIOLENT",19
"725","BALLARD NORTH","2011","FRAUD OFFENSES",64
"726","BALLARD NORTH","2011","LARCENY-THEFT",456
"727","BALLARD NORTH","2011","LIQUOR LAW VIOLATIONS",9
"728","BALLARD NORTH","2011","MOTOR VEHICLE THEFT",79
"729","BALLARD NORTH","2011","PEEPING TOM",1
"730","BALLARD NORTH","2011","PORNOGRAPHY/OBSCENE MATERIAL",1
"731","BALLARD NORTH","2011","ROBBERY",24
"732","BALLARD NORTH","2011","SEX OFFENSES",6
"733","BALLARD NORTH","2011","STOLEN PROPERTY OFFENSES",4
"734","BALLARD NORTH","2011","TRESPASS OF REAL PROPERTY",8
"735","BALLARD NORTH","2011","WEAPON LAW VIOLATIONS",7
"736","BALLARD NORTH","2012","ARSON",3
"737","BALLARD NORTH","2012","ASSAULT OFFENSES",128
"738","BALLARD NORTH","2012","BAD CHECKS",5
"739","BALLARD NORTH","2012","BURGLARY/BREAKING&ENTERING",159
"740","BALLARD NORTH","2012","COUNTERFEITING/FORGERY",4
"741","BALLARD NORTH","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",139
"742","BALLARD NORTH","2012","DRIVING UNDER THE INFLUENCE",38
"743","BALLARD NORTH","2012","DRUG/NARCOTIC OFFENSES",11
"744","BALLARD NORTH","2012","EMBEZZLEMENT",2
"745","BALLARD NORTH","2012","FAMILY OFFENSES, NONVIOLENT",17
"746","BALLARD NORTH","2012","FRAUD OFFENSES",82
"747","BALLARD NORTH","2012","KIDNAPPING/ABDUCTION",1
"748","BALLARD NORTH","2012","LARCENY-THEFT",401
"749","BALLARD NORTH","2012","LIQUOR LAW VIOLATIONS",4
"750","BALLARD NORTH","2012","MOTOR VEHICLE THEFT",102
"751","BALLARD NORTH","2012","PEEPING TOM",1
"752","BALLARD NORTH","2012","ROBBERY",15
"753","BALLARD NORTH","2012","SEX OFFENSES",6
"754","BALLARD NORTH","2012","SEX OFFENSES, CONSENSUAL",1
"755","BALLARD NORTH","2012","STOLEN PROPERTY OFFENSES",6
"756","BALLARD NORTH","2012","TRESPASS OF REAL PROPERTY",13
"757","BALLARD NORTH","2012","WEAPON LAW VIOLATIONS",6
"758","BALLARD NORTH","2013","ARSON",2
"759","BALLARD NORTH","2013","ASSAULT OFFENSES",121
"760","BALLARD NORTH","2013","BAD CHECKS",13
"761","BALLARD NORTH","2013","BURGLARY/BREAKING&ENTERING",201
"762","BALLARD NORTH","2013","COUNTERFEITING/FORGERY",14
"763","BALLARD NORTH","2013","CURFEW/LOITERING/VAGRANCY VIOLATIONS",2
"764","BALLARD NORTH","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",147
"765","BALLARD NORTH","2013","DRIVING UNDER THE INFLUENCE",47
"766","BALLARD NORTH","2013","DRUG/NARCOTIC OFFENSES",17
"767","BALLARD NORTH","2013","EMBEZZLEMENT",2
"768","BALLARD NORTH","2013","FAMILY OFFENSES, NONVIOLENT",17
"769","BALLARD NORTH","2013","FRAUD OFFENSES",65
"770","BALLARD NORTH","2013","LARCENY-THEFT",471
"771","BALLARD NORTH","2013","LIQUOR LAW VIOLATIONS",3
"772","BALLARD NORTH","2013","MOTOR VEHICLE THEFT",92
"773","BALLARD NORTH","2013","PEEPING TOM",1
"774","BALLARD NORTH","2013","ROBBERY",18
"775","BALLARD NORTH","2013","SEX OFFENSES",4
"776","BALLARD NORTH","2013","STOLEN PROPERTY OFFENSES",6
"777","BALLARD NORTH","2013","TRESPASS OF REAL PROPERTY",21
"778","BALLARD NORTH","2013","WEAPON LAW VIOLATIONS",7
"779","BALLARD NORTH","2014","ARSON",1
"780","BALLARD NORTH","2014","ASSAULT OFFENSES",150
"781","BALLARD NORTH","2014","BAD CHECKS",15
"782","BALLARD NORTH","2014","BURGLARY/BREAKING&ENTERING",195
"783","BALLARD NORTH","2014","COUNTERFEITING/FORGERY",15
"784","BALLARD NORTH","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",155
"785","BALLARD NORTH","2014","DRIVING UNDER THE INFLUENCE",33
"786","BALLARD NORTH","2014","DRUG/NARCOTIC OFFENSES",8
"787","BALLARD NORTH","2014","EMBEZZLEMENT",1
"788","BALLARD NORTH","2014","EXTORTION/BLACKMAIL",1
"789","BALLARD NORTH","2014","FAMILY OFFENSES, NONVIOLENT",10
"790","BALLARD NORTH","2014","FRAUD OFFENSES",163
"791","BALLARD NORTH","2014","KIDNAPPING/ABDUCTION",1
"792","BALLARD NORTH","2014","LARCENY-THEFT",637
"793","BALLARD NORTH","2014","LIQUOR LAW VIOLATIONS",7
"794","BALLARD NORTH","2014","MOTOR VEHICLE THEFT",136
"795","BALLARD NORTH","2014","ROBBERY",22
"796","BALLARD NORTH","2014","SEX OFFENSES",5
"797","BALLARD NORTH","2014","STOLEN PROPERTY OFFENSES",3
"798","BALLARD NORTH","2014","TRESPASS OF REAL PROPERTY",19
"799","BALLARD NORTH","2014","WEAPON LAW VIOLATIONS",9
"800","BALLARD NORTH","2015","ARSON",1
"801","BALLARD NORTH","2015","ASSAULT OFFENSES",150
"802","BALLARD NORTH","2015","BAD CHECKS",14
"803","BALLARD NORTH","2015","BURGLARY/BREAKING&ENTERING",191
"804","BALLARD NORTH","2015","COUNTERFEITING/FORGERY",13
"805","BALLARD NORTH","2015","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"806","BALLARD NORTH","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",132
"807","BALLARD NORTH","2015","DRIVING UNDER THE INFLUENCE",17
"808","BALLARD NORTH","2015","DRUG/NARCOTIC OFFENSES",5
"809","BALLARD NORTH","2015","EMBEZZLEMENT",5
"810","BALLARD NORTH","2015","FAMILY OFFENSES, NONVIOLENT",16
"811","BALLARD NORTH","2015","FRAUD OFFENSES",140
"812","BALLARD NORTH","2015","LARCENY-THEFT",672
"813","BALLARD NORTH","2015","LIQUOR LAW VIOLATIONS",2
"814","BALLARD NORTH","2015","MOTOR VEHICLE THEFT",111
"815","BALLARD NORTH","2015","PROSTITUTION OFFENSES",1
"816","BALLARD NORTH","2015","ROBBERY",29
"817","BALLARD NORTH","2015","SEX OFFENSES",7
"818","BALLARD NORTH","2015","TRESPASS OF REAL PROPERTY",22
"819","BALLARD NORTH","2015","WEAPON LAW VIOLATIONS",9
"820","BALLARD NORTH","2016","ARSON",5
"821","BALLARD NORTH","2016","ASSAULT OFFENSES",160
"822","BALLARD NORTH","2016","BAD CHECKS",20
"823","BALLARD NORTH","2016","BURGLARY/BREAKING&ENTERING",204
"824","BALLARD NORTH","2016","COUNTERFEITING/FORGERY",13
"825","BALLARD NORTH","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",152
"826","BALLARD NORTH","2016","DRIVING UNDER THE INFLUENCE",26
"827","BALLARD NORTH","2016","DRUG/NARCOTIC OFFENSES",7
"828","BALLARD NORTH","2016","EMBEZZLEMENT",4
"829","BALLARD NORTH","2016","FAMILY OFFENSES, NONVIOLENT",23
"830","BALLARD NORTH","2016","FRAUD OFFENSES",88
"831","BALLARD NORTH","2016","KIDNAPPING/ABDUCTION",1
"832","BALLARD NORTH","2016","LARCENY-THEFT",712
"833","BALLARD NORTH","2016","LIQUOR LAW VIOLATIONS",4
"834","BALLARD NORTH","2016","MOTOR VEHICLE THEFT",119
"835","BALLARD NORTH","2016","PORNOGRAPHY/OBSCENE MATERIAL",1
"836","BALLARD NORTH","2016","ROBBERY",27
"837","BALLARD NORTH","2016","SEX OFFENSES",5
"838","BALLARD NORTH","2016","STOLEN PROPERTY OFFENSES",5
"839","BALLARD NORTH","2016","TRESPASS OF REAL PROPERTY",26
"840","BALLARD NORTH","2016","WEAPON LAW VIOLATIONS",4
"841","BALLARD NORTH","2017","ARSON",4
"842","BALLARD NORTH","2017","ASSAULT OFFENSES",148
"843","BALLARD NORTH","2017","BAD CHECKS",8
"844","BALLARD NORTH","2017","BURGLARY/BREAKING&ENTERING",185
"845","BALLARD NORTH","2017","COUNTERFEITING/FORGERY",10
"846","BALLARD NORTH","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",163
"847","BALLARD NORTH","2017","DRIVING UNDER THE INFLUENCE",31
"848","BALLARD NORTH","2017","DRUG/NARCOTIC OFFENSES",18
"849","BALLARD NORTH","2017","EMBEZZLEMENT",3
"850","BALLARD NORTH","2017","FAMILY OFFENSES, NONVIOLENT",17
"851","BALLARD NORTH","2017","FRAUD OFFENSES",110
"852","BALLARD NORTH","2017","KIDNAPPING/ABDUCTION",1
"853","BALLARD NORTH","2017","LARCENY-THEFT",546
"854","BALLARD NORTH","2017","LIQUOR LAW VIOLATIONS",3
"855","BALLARD NORTH","2017","MOTOR VEHICLE THEFT",84
"856","BALLARD NORTH","2017","PEEPING TOM",1
"857","BALLARD NORTH","2017","PORNOGRAPHY/OBSCENE MATERIAL",1
"858","BALLARD NORTH","2017","PROSTITUTION OFFENSES",2
"859","BALLARD NORTH","2017","ROBBERY",19
"860","BALLARD NORTH","2017","SEX OFFENSES",6
"861","BALLARD NORTH","2017","STOLEN PROPERTY OFFENSES",4
"862","BALLARD NORTH","2017","TRESPASS OF REAL PROPERTY",36
"863","BALLARD NORTH","2017","WEAPON LAW VIOLATIONS",7
"864","BALLARD NORTH","2018","ARSON",1
"865","BALLARD NORTH","2018","ASSAULT OFFENSES",164
"866","BALLARD NORTH","2018","BAD CHECKS",9
"867","BALLARD NORTH","2018","BURGLARY/BREAKING&ENTERING",274
"868","BALLARD NORTH","2018","COUNTERFEITING/FORGERY",12
