"","MCPP","year","Offense.Parent.Group","n"
"17826","SOUTH DELRIDGE","2022","DRUG/NARCOTIC OFFENSES",3
"17827","SOUTH DELRIDGE","2022","EXTORTION/BLACKMAIL",1
"17828","SOUTH DELRIDGE","2022","FRAUD OFFENSES",14
"17829","SOUTH DELRIDGE","2022","KIDNAPPING/ABDUCTION",2
"17830","SOUTH DELRIDGE","2022","LARCENY-THEFT",112
"17831","SOUTH DELRIDGE","2022","MOTOR VEHICLE THEFT",39
"17832","SOUTH DELRIDGE","2022","ROBBERY",12
"17833","SOUTH DELRIDGE","2022","SEX OFFENSES",1
"17834","SOUTH DELRIDGE","2022","STOLEN PROPERTY OFFENSES",12
"17835","SOUTH DELRIDGE","2022","TRESPASS OF REAL PROPERTY",13
"17836","SOUTH DELRIDGE","2022","WEAPON LAW VIOLATIONS",5
"17837","SOUTH DELRIDGE","2023","ARSON",1
"17838","SOUTH DELRIDGE","2023","ASSAULT OFFENSES",2
"17839","SOUTH DELRIDGE","2023","BURGLARY/BREAKING&ENTERING",2
"17840","SOUTH DELRIDGE","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"17841","SOUTH DELRIDGE","2023","LARCENY-THEFT",6
"17842","SOUTH DELRIDGE","2023","MOTOR VEHICLE THEFT",4
"17843","SOUTH DELRIDGE","2023","ROBBERY",1
"17844","SOUTH DELRIDGE","2023","TRESPASS OF REAL PROPERTY",1
"17845","SOUTH PARK","","ASSAULT OFFENSES",2
"17846","SOUTH PARK","","BURGLARY/BREAKING&ENTERING",1
"17847","SOUTH PARK","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"17848","SOUTH PARK","","FRAUD OFFENSES",2
"17849","SOUTH PARK","","LARCENY-THEFT",3
"17850","SOUTH PARK","","SEX OFFENSES",1
"17851","SOUTH PARK","","TRESPASS OF REAL PROPERTY",2
"17852","SOUTH PARK","1991","FAMILY OFFENSES, NONVIOLENT",1
"17853","SOUTH PARK","1991","SEX OFFENSES",1
"17854","SOUTH PARK","1997","FRAUD OFFENSES",1
"17855","SOUTH PARK","1998","ASSAULT OFFENSES",1
"17856","SOUTH PARK","1998","SEX OFFENSES",1
"17857","SOUTH PARK","2001","FRAUD OFFENSES",1
"17858","SOUTH PARK","2003","FAMILY OFFENSES, NONVIOLENT",1
"17859","SOUTH PARK","2004","FAMILY OFFENSES, NONVIOLENT",1
"17860","SOUTH PARK","2005","FRAUD OFFENSES",2
"17861","SOUTH PARK","2006","FRAUD OFFENSES",2
"17862","SOUTH PARK","2006","LARCENY-THEFT",1
"17863","SOUTH PARK","2007","BAD CHECKS",1
"17864","SOUTH PARK","2007","BURGLARY/BREAKING&ENTERING",2
"17865","SOUTH PARK","2007","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"17866","SOUTH PARK","2007","EMBEZZLEMENT",3
"17867","SOUTH PARK","2007","FRAUD OFFENSES",3
"17868","SOUTH PARK","2007","MOTOR VEHICLE THEFT",1
"17869","SOUTH PARK","2008","ARSON",2
"17870","SOUTH PARK","2008","ASSAULT OFFENSES",124
"17871","SOUTH PARK","2008","BAD CHECKS",5
"17872","SOUTH PARK","2008","BURGLARY/BREAKING&ENTERING",75
"17873","SOUTH PARK","2008","COUNTERFEITING/FORGERY",5
"17874","SOUTH PARK","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",123
"17875","SOUTH PARK","2008","DRIVING UNDER THE INFLUENCE",19
"17876","SOUTH PARK","2008","DRUG/NARCOTIC OFFENSES",50
"17877","SOUTH PARK","2008","EMBEZZLEMENT",5
"17878","SOUTH PARK","2008","FAMILY OFFENSES, NONVIOLENT",13
"17879","SOUTH PARK","2008","FRAUD OFFENSES",18
"17880","SOUTH PARK","2008","KIDNAPPING/ABDUCTION",1
"17881","SOUTH PARK","2008","LARCENY-THEFT",145
"17882","SOUTH PARK","2008","LIQUOR LAW VIOLATIONS",3
"17883","SOUTH PARK","2008","MOTOR VEHICLE THEFT",36
"17884","SOUTH PARK","2008","PROSTITUTION OFFENSES",7
"17885","SOUTH PARK","2008","ROBBERY",14
"17886","SOUTH PARK","2008","SEX OFFENSES",9
"17887","SOUTH PARK","2008","STOLEN PROPERTY OFFENSES",2
"17888","SOUTH PARK","2008","TRESPASS OF REAL PROPERTY",3
"17889","SOUTH PARK","2008","WEAPON LAW VIOLATIONS",10
"17890","SOUTH PARK","2009","ARSON",2
"17891","SOUTH PARK","2009","ASSAULT OFFENSES",150
"17892","SOUTH PARK","2009","BAD CHECKS",6
"17893","SOUTH PARK","2009","BURGLARY/BREAKING&ENTERING",77
"17894","SOUTH PARK","2009","COUNTERFEITING/FORGERY",3
"17895","SOUTH PARK","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",71
"17896","SOUTH PARK","2009","DRIVING UNDER THE INFLUENCE",22
"17897","SOUTH PARK","2009","DRUG/NARCOTIC OFFENSES",35
"17898","SOUTH PARK","2009","EMBEZZLEMENT",5
"17899","SOUTH PARK","2009","FAMILY OFFENSES, NONVIOLENT",15
"17900","SOUTH PARK","2009","FRAUD OFFENSES",14
"17901","SOUTH PARK","2009","HOMICIDE OFFENSES",1
"17902","SOUTH PARK","2009","KIDNAPPING/ABDUCTION",2
"17903","SOUTH PARK","2009","LARCENY-THEFT",121
"17904","SOUTH PARK","2009","LIQUOR LAW VIOLATIONS",6
"17905","SOUTH PARK","2009","MOTOR VEHICLE THEFT",36
"17906","SOUTH PARK","2009","PROSTITUTION OFFENSES",1
"17907","SOUTH PARK","2009","ROBBERY",20
"17908","SOUTH PARK","2009","SEX OFFENSES",3
"17909","SOUTH PARK","2009","STOLEN PROPERTY OFFENSES",2
"17910","SOUTH PARK","2009","TRESPASS OF REAL PROPERTY",5
"17911","SOUTH PARK","2009","WEAPON LAW VIOLATIONS",9
"17912","SOUTH PARK","2010","ARSON",2
"17913","SOUTH PARK","2010","ASSAULT OFFENSES",114
"17914","SOUTH PARK","2010","BAD CHECKS",8
"17915","SOUTH PARK","2010","BURGLARY/BREAKING&ENTERING",65
"17916","SOUTH PARK","2010","COUNTERFEITING/FORGERY",3
"17917","SOUTH PARK","2010","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",68
"17918","SOUTH PARK","2010","DRIVING UNDER THE INFLUENCE",14
"17919","SOUTH PARK","2010","DRUG/NARCOTIC OFFENSES",10
"17920","SOUTH PARK","2010","FAMILY OFFENSES, NONVIOLENT",20
"17921","SOUTH PARK","2010","FRAUD OFFENSES",17
"17922","SOUTH PARK","2010","KIDNAPPING/ABDUCTION",2
"17923","SOUTH PARK","2010","LARCENY-THEFT",109
"17924","SOUTH PARK","2010","LIQUOR LAW VIOLATIONS",2
"17925","SOUTH PARK","2010","MOTOR VEHICLE THEFT",29
"17926","SOUTH PARK","2010","PROSTITUTION OFFENSES",1
"17927","SOUTH PARK","2010","ROBBERY",12
"17928","SOUTH PARK","2010","SEX OFFENSES",6
"17929","SOUTH PARK","2010","STOLEN PROPERTY OFFENSES",4
"17930","SOUTH PARK","2010","TRESPASS OF REAL PROPERTY",7
"17931","SOUTH PARK","2010","WEAPON LAW VIOLATIONS",9
"17932","SOUTH PARK","2011","ASSAULT OFFENSES",135
"17933","SOUTH PARK","2011","BAD CHECKS",4
"17934","SOUTH PARK","2011","BURGLARY/BREAKING&ENTERING",58
"17935","SOUTH PARK","2011","COUNTERFEITING/FORGERY",3
"17936","SOUTH PARK","2011","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"17937","SOUTH PARK","2011","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",67
"17938","SOUTH PARK","2011","DRIVING UNDER THE INFLUENCE",8
"17939","SOUTH PARK","2011","DRUG/NARCOTIC OFFENSES",13
"17940","SOUTH PARK","2011","EMBEZZLEMENT",1
"17941","SOUTH PARK","2011","FAMILY OFFENSES, NONVIOLENT",18
"17942","SOUTH PARK","2011","FRAUD OFFENSES",11
"17943","SOUTH PARK","2011","LARCENY-THEFT",135
"17944","SOUTH PARK","2011","LIQUOR LAW VIOLATIONS",3
"17945","SOUTH PARK","2011","MOTOR VEHICLE THEFT",38
"17946","SOUTH PARK","2011","PEEPING TOM",1
"17947","SOUTH PARK","2011","PROSTITUTION OFFENSES",1
"17948","SOUTH PARK","2011","ROBBERY",4
"17949","SOUTH PARK","2011","SEX OFFENSES",4
"17950","SOUTH PARK","2011","TRESPASS OF REAL PROPERTY",4
"17951","SOUTH PARK","2011","WEAPON LAW VIOLATIONS",4
"17952","SOUTH PARK","2012","ARSON",2
"17953","SOUTH PARK","2012","ASSAULT OFFENSES",168
"17954","SOUTH PARK","2012","BAD CHECKS",4
"17955","SOUTH PARK","2012","BURGLARY/BREAKING&ENTERING",73
"17956","SOUTH PARK","2012","COUNTERFEITING/FORGERY",4
"17957","SOUTH PARK","2012","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",83
"17958","SOUTH PARK","2012","DRIVING UNDER THE INFLUENCE",8
"17959","SOUTH PARK","2012","DRUG/NARCOTIC OFFENSES",10
"17960","SOUTH PARK","2012","EMBEZZLEMENT",4
"17961","SOUTH PARK","2012","EXTORTION/BLACKMAIL",1
"17962","SOUTH PARK","2012","FAMILY OFFENSES, NONVIOLENT",12
"17963","SOUTH PARK","2012","FRAUD OFFENSES",25
"17964","SOUTH PARK","2012","KIDNAPPING/ABDUCTION",2
"17965","SOUTH PARK","2012","LARCENY-THEFT",141
"17966","SOUTH PARK","2012","LIQUOR LAW VIOLATIONS",2
"17967","SOUTH PARK","2012","MOTOR VEHICLE THEFT",40
"17968","SOUTH PARK","2012","ROBBERY",12
"17969","SOUTH PARK","2012","SEX OFFENSES",1
"17970","SOUTH PARK","2012","SEX OFFENSES, CONSENSUAL",1
"17971","SOUTH PARK","2012","STOLEN PROPERTY OFFENSES",3
"17972","SOUTH PARK","2012","TRESPASS OF REAL PROPERTY",8
"17973","SOUTH PARK","2012","WEAPON LAW VIOLATIONS",12
"17974","SOUTH PARK","2013","ARSON",3
"17975","SOUTH PARK","2013","ASSAULT OFFENSES",123
"17976","SOUTH PARK","2013","BAD CHECKS",2
"17977","SOUTH PARK","2013","BURGLARY/BREAKING&ENTERING",65
"17978","SOUTH PARK","2013","COUNTERFEITING/FORGERY",1
"17979","SOUTH PARK","2013","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",55
"17980","SOUTH PARK","2013","DRIVING UNDER THE INFLUENCE",7
"17981","SOUTH PARK","2013","DRUG/NARCOTIC OFFENSES",11
"17982","SOUTH PARK","2013","EMBEZZLEMENT",2
"17983","SOUTH PARK","2013","EXTORTION/BLACKMAIL",1
"17984","SOUTH PARK","2013","FAMILY OFFENSES, NONVIOLENT",12
"17985","SOUTH PARK","2013","FRAUD OFFENSES",18
"17986","SOUTH PARK","2013","HOMICIDE OFFENSES",1
"17987","SOUTH PARK","2013","LARCENY-THEFT",103
"17988","SOUTH PARK","2013","LIQUOR LAW VIOLATIONS",4
"17989","SOUTH PARK","2013","MOTOR VEHICLE THEFT",33
"17990","SOUTH PARK","2013","ROBBERY",12
"17991","SOUTH PARK","2013","SEX OFFENSES",4
"17992","SOUTH PARK","2013","STOLEN PROPERTY OFFENSES",1
"17993","SOUTH PARK","2013","TRESPASS OF REAL PROPERTY",14
"17994","SOUTH PARK","2013","WEAPON LAW VIOLATIONS",7
"17995","SOUTH PARK","2014","ARSON",1
"17996","SOUTH PARK","2014","ASSAULT OFFENSES",121
"17997","SOUTH PARK","2014","BAD CHECKS",5
"17998","SOUTH PARK","2014","BURGLARY/BREAKING&ENTERING",95
"17999","SOUTH PARK","2014","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",77
"18000","SOUTH PARK","2014","DRIVING UNDER THE INFLUENCE",7
"18001","SOUTH PARK","2014","DRUG/NARCOTIC OFFENSES",10
"18002","SOUTH PARK","2014","EMBEZZLEMENT",1
"18003","SOUTH PARK","2014","FAMILY OFFENSES, NONVIOLENT",14
"18004","SOUTH PARK","2014","FRAUD OFFENSES",20
"18005","SOUTH PARK","2014","HOMICIDE OFFENSES",1
"18006","SOUTH PARK","2014","KIDNAPPING/ABDUCTION",2
"18007","SOUTH PARK","2014","LARCENY-THEFT",170
"18008","SOUTH PARK","2014","MOTOR VEHICLE THEFT",74
"18009","SOUTH PARK","2014","PROSTITUTION OFFENSES",10
"18010","SOUTH PARK","2014","ROBBERY",9
"18011","SOUTH PARK","2014","SEX OFFENSES",5
"18012","SOUTH PARK","2014","SEX OFFENSES, CONSENSUAL",1
"18013","SOUTH PARK","2014","STOLEN PROPERTY OFFENSES",1
"18014","SOUTH PARK","2014","TRESPASS OF REAL PROPERTY",15
"18015","SOUTH PARK","2014","WEAPON LAW VIOLATIONS",13
"18016","SOUTH PARK","2015","ARSON",1
"18017","SOUTH PARK","2015","ASSAULT OFFENSES",108
"18018","SOUTH PARK","2015","BAD CHECKS",4
"18019","SOUTH PARK","2015","BURGLARY/BREAKING&ENTERING",78
"18020","SOUTH PARK","2015","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"18021","SOUTH PARK","2015","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",81
"18022","SOUTH PARK","2015","DRIVING UNDER THE INFLUENCE",6
"18023","SOUTH PARK","2015","DRUG/NARCOTIC OFFENSES",16
"18024","SOUTH PARK","2015","EMBEZZLEMENT",1
"18025","SOUTH PARK","2015","FAMILY OFFENSES, NONVIOLENT",10
"18026","SOUTH PARK","2015","FRAUD OFFENSES",15
"18027","SOUTH PARK","2015","HOMICIDE OFFENSES",1
"18028","SOUTH PARK","2015","LARCENY-THEFT",139
"18029","SOUTH PARK","2015","MOTOR VEHICLE THEFT",47
"18030","SOUTH PARK","2015","ROBBERY",9
"18031","SOUTH PARK","2015","SEX OFFENSES",1
"18032","SOUTH PARK","2015","STOLEN PROPERTY OFFENSES",7
"18033","SOUTH PARK","2015","TRESPASS OF REAL PROPERTY",17
"18034","SOUTH PARK","2015","WEAPON LAW VIOLATIONS",11
"18035","SOUTH PARK","2016","ARSON",1
"18036","SOUTH PARK","2016","ASSAULT OFFENSES",95
"18037","SOUTH PARK","2016","BURGLARY/BREAKING&ENTERING",63
"18038","SOUTH PARK","2016","COUNTERFEITING/FORGERY",1
"18039","SOUTH PARK","2016","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"18040","SOUTH PARK","2016","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",80
"18041","SOUTH PARK","2016","DRIVING UNDER THE INFLUENCE",5
"18042","SOUTH PARK","2016","DRUG/NARCOTIC OFFENSES",17
"18043","SOUTH PARK","2016","EXTORTION/BLACKMAIL",1
"18044","SOUTH PARK","2016","FAMILY OFFENSES, NONVIOLENT",9
"18045","SOUTH PARK","2016","FRAUD OFFENSES",10
"18046","SOUTH PARK","2016","KIDNAPPING/ABDUCTION",2
"18047","SOUTH PARK","2016","LARCENY-THEFT",175
"18048","SOUTH PARK","2016","MOTOR VEHICLE THEFT",82
"18049","SOUTH PARK","2016","PORNOGRAPHY/OBSCENE MATERIAL",1
"18050","SOUTH PARK","2016","PROSTITUTION OFFENSES",1
"18051","SOUTH PARK","2016","ROBBERY",18
"18052","SOUTH PARK","2016","SEX OFFENSES",2
"18053","SOUTH PARK","2016","STOLEN PROPERTY OFFENSES",7
"18054","SOUTH PARK","2016","TRESPASS OF REAL PROPERTY",11
"18055","SOUTH PARK","2016","WEAPON LAW VIOLATIONS",16
"18056","SOUTH PARK","2017","ARSON",2
"18057","SOUTH PARK","2017","ASSAULT OFFENSES",90
"18058","SOUTH PARK","2017","BAD CHECKS",3
"18059","SOUTH PARK","2017","BURGLARY/BREAKING&ENTERING",75
"18060","SOUTH PARK","2017","COUNTERFEITING/FORGERY",2
"18061","SOUTH PARK","2017","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",71
"18062","SOUTH PARK","2017","DRIVING UNDER THE INFLUENCE",7
"18063","SOUTH PARK","2017","DRUG/NARCOTIC OFFENSES",22
"18064","SOUTH PARK","2017","EMBEZZLEMENT",1
"18065","SOUTH PARK","2017","EXTORTION/BLACKMAIL",1
"18066","SOUTH PARK","2017","FAMILY OFFENSES, NONVIOLENT",11
"18067","SOUTH PARK","2017","FRAUD OFFENSES",17
"18068","SOUTH PARK","2017","KIDNAPPING/ABDUCTION",1
"18069","SOUTH PARK","2017","LARCENY-THEFT",138
"18070","SOUTH PARK","2017","MOTOR VEHICLE THEFT",60
"18071","SOUTH PARK","2017","ROBBERY",7
"18072","SOUTH PARK","2017","SEX OFFENSES",3
"18073","SOUTH PARK","2017","STOLEN PROPERTY OFFENSES",10
"18074","SOUTH PARK","2017","TRESPASS OF REAL PROPERTY",21
"18075","SOUTH PARK","2017","WEAPON LAW VIOLATIONS",18
"18076","SOUTH PARK","2018","ASSAULT OFFENSES",117
"18077","SOUTH PARK","2018","BAD CHECKS",3
"18078","SOUTH PARK","2018","BURGLARY/BREAKING&ENTERING",100
"18079","SOUTH PARK","2018","COUNTERFEITING/FORGERY",4
"18080","SOUTH PARK","2018","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",98
"18081","SOUTH PARK","2018","DRIVING UNDER THE INFLUENCE",7
"18082","SOUTH PARK","2018","DRUG/NARCOTIC OFFENSES",21
"18083","SOUTH PARK","2018","FAMILY OFFENSES, NONVIOLENT",15
"18084","SOUTH PARK","2018","FRAUD OFFENSES",19
"18085","SOUTH PARK","2018","HOMICIDE OFFENSES",2
"18086","SOUTH PARK","2018","KIDNAPPING/ABDUCTION",1
"18087","SOUTH PARK","2018","LARCENY-THEFT",140
"18088","SOUTH PARK","2018","MOTOR VEHICLE THEFT",75
"18089","SOUTH PARK","2018","ROBBERY",9
"18090","SOUTH PARK","2018","SEX OFFENSES",4
"18091","SOUTH PARK","2018","STOLEN PROPERTY OFFENSES",22
"18092","SOUTH PARK","2018","TRESPASS OF REAL PROPERTY",37
"18093","SOUTH PARK","2018","WEAPON LAW VIOLATIONS",13
"18094","SOUTH PARK","2019","ARSON",3
"18095","SOUTH PARK","2019","ASSAULT OFFENSES",87
"18096","SOUTH PARK","2019","BAD CHECKS",1
"18097","SOUTH PARK","2019","BURGLARY/BREAKING&ENTERING",114
"18098","SOUTH PARK","2019","COUNTERFEITING/FORGERY",2
"18099","SOUTH PARK","2019","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",74
"18100","SOUTH PARK","2019","DRIVING UNDER THE INFLUENCE",8
"18101","SOUTH PARK","2019","DRUG/NARCOTIC OFFENSES",21
"18102","SOUTH PARK","2019","FAMILY OFFENSES, NONVIOLENT",2
"18103","SOUTH PARK","2019","FRAUD OFFENSES",16
"18104","SOUTH PARK","2019","HOMICIDE OFFENSES",1
"18105","SOUTH PARK","2019","KIDNAPPING/ABDUCTION",2
"18106","SOUTH PARK","2019","LARCENY-THEFT",156
"18107","SOUTH PARK","2019","LIQUOR LAW VIOLATIONS",1
"18108","SOUTH PARK","2019","MOTOR VEHICLE THEFT",94
"18109","SOUTH PARK","2019","ROBBERY",13
"18110","SOUTH PARK","2019","STOLEN PROPERTY OFFENSES",19
"18111","SOUTH PARK","2019","TRESPASS OF REAL PROPERTY",26
"18112","SOUTH PARK","2019","WEAPON LAW VIOLATIONS",14
"18113","SOUTH PARK","2020","ANIMAL CRUELTY",1
"18114","SOUTH PARK","2020","ASSAULT OFFENSES",84
"18115","SOUTH PARK","2020","BURGLARY/BREAKING&ENTERING",53
"18116","SOUTH PARK","2020","COUNTERFEITING/FORGERY",5
"18117","SOUTH PARK","2020","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",61
"18118","SOUTH PARK","2020","DRIVING UNDER THE INFLUENCE",10
"18119","SOUTH PARK","2020","DRUG/NARCOTIC OFFENSES",8
"18120","SOUTH PARK","2020","EXTORTION/BLACKMAIL",1
"18121","SOUTH PARK","2020","FRAUD OFFENSES",33
"18122","SOUTH PARK","2020","HUMAN TRAFFICKING",1
"18123","SOUTH PARK","2020","KIDNAPPING/ABDUCTION",2
"18124","SOUTH PARK","2020","LARCENY-THEFT",131
"18125","SOUTH PARK","2020","MOTOR VEHICLE THEFT",81
"18126","SOUTH PARK","2020","PORNOGRAPHY/OBSCENE MATERIAL",1
"18127","SOUTH PARK","2020","PROSTITUTION OFFENSES",2
"18128","SOUTH PARK","2020","ROBBERY",3
"18129","SOUTH PARK","2020","SEX OFFENSES",5
"18130","SOUTH PARK","2020","STOLEN PROPERTY OFFENSES",13
"18131","SOUTH PARK","2020","TRESPASS OF REAL PROPERTY",11
"18132","SOUTH PARK","2020","WEAPON LAW VIOLATIONS",5
"18133","SOUTH PARK","2021","ARSON",4
"18134","SOUTH PARK","2021","ASSAULT OFFENSES",97
"18135","SOUTH PARK","2021","BURGLARY/BREAKING&ENTERING",65
"18136","SOUTH PARK","2021","COUNTERFEITING/FORGERY",4
"18137","SOUTH PARK","2021","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",45
"18138","SOUTH PARK","2021","DRIVING UNDER THE INFLUENCE",8
"18139","SOUTH PARK","2021","DRUG/NARCOTIC OFFENSES",2
"18140","SOUTH PARK","2021","EMBEZZLEMENT",1
"18141","SOUTH PARK","2021","FRAUD OFFENSES",16
"18142","SOUTH PARK","2021","LARCENY-THEFT",171
"18143","SOUTH PARK","2021","MOTOR VEHICLE THEFT",65
"18144","SOUTH PARK","2021","PROSTITUTION OFFENSES",1
"18145","SOUTH PARK","2021","ROBBERY",18
"18146","SOUTH PARK","2021","SEX OFFENSES",3
"18147","SOUTH PARK","2021","STOLEN PROPERTY OFFENSES",12
"18148","SOUTH PARK","2021","TRESPASS OF REAL PROPERTY",15
"18149","SOUTH PARK","2021","WEAPON LAW VIOLATIONS",8
"18150","SOUTH PARK","2022","ANIMAL CRUELTY",1
"18151","SOUTH PARK","2022","ARSON",1
"18152","SOUTH PARK","2022","ASSAULT OFFENSES",95
"18153","SOUTH PARK","2022","BURGLARY/BREAKING&ENTERING",53
"18154","SOUTH PARK","2022","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",60
"18155","SOUTH PARK","2022","DRIVING UNDER THE INFLUENCE",12
"18156","SOUTH PARK","2022","DRUG/NARCOTIC OFFENSES",4
"18157","SOUTH PARK","2022","EMBEZZLEMENT",2
"18158","SOUTH PARK","2022","FAMILY OFFENSES, NONVIOLENT",1
"18159","SOUTH PARK","2022","FRAUD OFFENSES",10
"18160","SOUTH PARK","2022","KIDNAPPING/ABDUCTION",3
"18161","SOUTH PARK","2022","LARCENY-THEFT",146
"18162","SOUTH PARK","2022","MOTOR VEHICLE THEFT",83
"18163","SOUTH PARK","2022","ROBBERY",13
"18164","SOUTH PARK","2022","SEX OFFENSES",2
"18165","SOUTH PARK","2022","STOLEN PROPERTY OFFENSES",20
"18166","SOUTH PARK","2022","TRESPASS OF REAL PROPERTY",12
"18167","SOUTH PARK","2022","WEAPON LAW VIOLATIONS",7
"18168","SOUTH PARK","2023","ASSAULT OFFENSES",17
"18169","SOUTH PARK","2023","BURGLARY/BREAKING&ENTERING",2
"18170","SOUTH PARK","2023","COUNTERFEITING/FORGERY",1
"18171","SOUTH PARK","2023","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",6
"18172","SOUTH PARK","2023","FRAUD OFFENSES",2
"18173","SOUTH PARK","2023","LARCENY-THEFT",8
"18174","SOUTH PARK","2023","MOTOR VEHICLE THEFT",12
"18175","SOUTH PARK","2023","STOLEN PROPERTY OFFENSES",3
"18176","SOUTH PARK","2023","WEAPON LAW VIOLATIONS",1
"18177","UNIVERSITY","","ASSAULT OFFENSES",6
"18178","UNIVERSITY","","BURGLARY/BREAKING&ENTERING",8
"18179","UNIVERSITY","","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",3
"18180","UNIVERSITY","","DRUG/NARCOTIC OFFENSES",1
"18181","UNIVERSITY","","FRAUD OFFENSES",2
"18182","UNIVERSITY","","LARCENY-THEFT",7
"18183","UNIVERSITY","","MOTOR VEHICLE THEFT",3
"18184","UNIVERSITY","","SEX OFFENSES",3
"18185","UNIVERSITY","1920","EXTORTION/BLACKMAIL",1
"18186","UNIVERSITY","1994","FRAUD OFFENSES",1
"18187","UNIVERSITY","1998","FRAUD OFFENSES",1
"18188","UNIVERSITY","2000","ASSAULT OFFENSES",2
"18189","UNIVERSITY","2000","LARCENY-THEFT",1
"18190","UNIVERSITY","2000","ROBBERY",1
"18191","UNIVERSITY","2001","ASSAULT OFFENSES",1
"18192","UNIVERSITY","2001","FRAUD OFFENSES",1
"18193","UNIVERSITY","2002","FRAUD OFFENSES",1
"18194","UNIVERSITY","2003","FRAUD OFFENSES",2
"18195","UNIVERSITY","2004","BURGLARY/BREAKING&ENTERING",1
"18196","UNIVERSITY","2004","COUNTERFEITING/FORGERY",2
"18197","UNIVERSITY","2004","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",1
"18198","UNIVERSITY","2004","FRAUD OFFENSES",1
"18199","UNIVERSITY","2004","LARCENY-THEFT",1
"18200","UNIVERSITY","2005","FRAUD OFFENSES",2
"18201","UNIVERSITY","2006","ASSAULT OFFENSES",1
"18202","UNIVERSITY","2006","EMBEZZLEMENT",1
"18203","UNIVERSITY","2006","FRAUD OFFENSES",3
"18204","UNIVERSITY","2007","ASSAULT OFFENSES",2
"18205","UNIVERSITY","2007","BAD CHECKS",1
"18206","UNIVERSITY","2007","BURGLARY/BREAKING&ENTERING",1
"18207","UNIVERSITY","2007","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",2
"18208","UNIVERSITY","2007","FRAUD OFFENSES",5
"18209","UNIVERSITY","2007","LARCENY-THEFT",8
"18210","UNIVERSITY","2007","MOTOR VEHICLE THEFT",2
"18211","UNIVERSITY","2007","ROBBERY",1
"18212","UNIVERSITY","2008","ARSON",7
"18213","UNIVERSITY","2008","ASSAULT OFFENSES",289
"18214","UNIVERSITY","2008","BAD CHECKS",31
"18215","UNIVERSITY","2008","BURGLARY/BREAKING&ENTERING",231
"18216","UNIVERSITY","2008","COUNTERFEITING/FORGERY",4
"18217","UNIVERSITY","2008","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",342
"18218","UNIVERSITY","2008","DRIVING UNDER THE INFLUENCE",23
"18219","UNIVERSITY","2008","DRUG/NARCOTIC OFFENSES",137
"18220","UNIVERSITY","2008","EMBEZZLEMENT",6
"18221","UNIVERSITY","2008","FAMILY OFFENSES, NONVIOLENT",10
"18222","UNIVERSITY","2008","FRAUD OFFENSES",105
"18223","UNIVERSITY","2008","KIDNAPPING/ABDUCTION",1
"18224","UNIVERSITY","2008","LARCENY-THEFT",778
"18225","UNIVERSITY","2008","LIQUOR LAW VIOLATIONS",32
"18226","UNIVERSITY","2008","MOTOR VEHICLE THEFT",194
"18227","UNIVERSITY","2008","PEEPING TOM",2
"18228","UNIVERSITY","2008","ROBBERY",85
"18229","UNIVERSITY","2008","SEX OFFENSES",8
"18230","UNIVERSITY","2008","STOLEN PROPERTY OFFENSES",10
"18231","UNIVERSITY","2008","TRESPASS OF REAL PROPERTY",57
"18232","UNIVERSITY","2008","WEAPON LAW VIOLATIONS",34
"18233","UNIVERSITY","2009","ARSON",24
"18234","UNIVERSITY","2009","ASSAULT OFFENSES",276
"18235","UNIVERSITY","2009","BAD CHECKS",26
"18236","UNIVERSITY","2009","BRIBERY",1
"18237","UNIVERSITY","2009","BURGLARY/BREAKING&ENTERING",199
"18238","UNIVERSITY","2009","COUNTERFEITING/FORGERY",10
"18239","UNIVERSITY","2009","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",300
"18240","UNIVERSITY","2009","DRIVING UNDER THE INFLUENCE",21
