"","year","MCPP","Offense.Parent.Group","n"
"369",2008,"FREMONT","COUNTERFEITING/FORGERY",3
"370",2008,"FREMONT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",145
"371",2008,"FREMONT","DRIVING UNDER THE INFLUENCE",35
"372",2008,"FREMONT","DRUG/NARCOTIC OFFENSES",59
"373",2008,"FREMONT","EMBEZZLEMENT",4
"374",2008,"FREMONT","FAMILY OFFENSES, NONVIOLENT",5
"375",2008,"FREMONT","FRAUD OFFENSES",51
"376",2008,"FREMONT","LARCENY-THEFT",468
"377",2008,"FREMONT","LIQUOR LAW VIOLATIONS",3
"378",2008,"FREMONT","MOTOR VEHICLE THEFT",127
"379",2008,"FREMONT","PEEPING TOM",1
"380",2008,"FREMONT","PROSTITUTION OFFENSES",8
"381",2008,"FREMONT","ROBBERY",18
"382",2008,"FREMONT","SEX OFFENSES",4
"383",2008,"FREMONT","STOLEN PROPERTY OFFENSES",7
"384",2008,"FREMONT","TRESPASS OF REAL PROPERTY",22
"385",2008,"FREMONT","WEAPON LAW VIOLATIONS",11
"386",2008,"GENESEE","ASSAULT OFFENSES",37
"387",2008,"GENESEE","BAD CHECKS",4
"388",2008,"GENESEE","BURGLARY/BREAKING&ENTERING",17
"389",2008,"GENESEE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",31
"390",2008,"GENESEE","DRUG/NARCOTIC OFFENSES",4
"391",2008,"GENESEE","FAMILY OFFENSES, NONVIOLENT",3
"392",2008,"GENESEE","FRAUD OFFENSES",4
"393",2008,"GENESEE","KIDNAPPING/ABDUCTION",1
"394",2008,"GENESEE","LARCENY-THEFT",70
"395",2008,"GENESEE","LIQUOR LAW VIOLATIONS",1
"396",2008,"GENESEE","MOTOR VEHICLE THEFT",9
"397",2008,"GENESEE","ROBBERY",8
"398",2008,"GENESEE","SEX OFFENSES",2
"399",2008,"GENESEE","WEAPON LAW VIOLATIONS",2
"400",2008,"GEORGETOWN","ARSON",7
"401",2008,"GEORGETOWN","ASSAULT OFFENSES",94
"402",2008,"GEORGETOWN","BAD CHECKS",7
"403",2008,"GEORGETOWN","BURGLARY/BREAKING&ENTERING",105
"404",2008,"GEORGETOWN","COUNTERFEITING/FORGERY",8
"405",2008,"GEORGETOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",95
"406",2008,"GEORGETOWN","DRIVING UNDER THE INFLUENCE",22
"407",2008,"GEORGETOWN","DRUG/NARCOTIC OFFENSES",53
"408",2008,"GEORGETOWN","EMBEZZLEMENT",8
"409",2008,"GEORGETOWN","FAMILY OFFENSES, NONVIOLENT",1
"410",2008,"GEORGETOWN","FRAUD OFFENSES",27
"411",2008,"GEORGETOWN","KIDNAPPING/ABDUCTION",1
"412",2008,"GEORGETOWN","LARCENY-THEFT",218
"413",2008,"GEORGETOWN","MOTOR VEHICLE THEFT",65
"414",2008,"GEORGETOWN","PROSTITUTION OFFENSES",10
"415",2008,"GEORGETOWN","ROBBERY",22
"416",2008,"GEORGETOWN","SEX OFFENSES",3
"417",2008,"GEORGETOWN","STOLEN PROPERTY OFFENSES",5
"418",2008,"GEORGETOWN","TRESPASS OF REAL PROPERTY",12
"419",2008,"GEORGETOWN","WEAPON LAW VIOLATIONS",10
"420",2008,"GREENWOOD","ARSON",3
"421",2008,"GREENWOOD","ASSAULT OFFENSES",212
"422",2008,"GREENWOOD","BAD CHECKS",8
"423",2008,"GREENWOOD","BURGLARY/BREAKING&ENTERING",145
"424",2008,"GREENWOOD","COUNTERFEITING/FORGERY",7
"425",2008,"GREENWOOD","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",195
"426",2008,"GREENWOOD","DRIVING UNDER THE INFLUENCE",26
"427",2008,"GREENWOOD","DRUG/NARCOTIC OFFENSES",54
"428",2008,"GREENWOOD","EMBEZZLEMENT",7
"429",2008,"GREENWOOD","EXTORTION/BLACKMAIL",1
"430",2008,"GREENWOOD","FAMILY OFFENSES, NONVIOLENT",17
"431",2008,"GREENWOOD","FRAUD OFFENSES",56
"432",2008,"GREENWOOD","HOMICIDE OFFENSES",1
"433",2008,"GREENWOOD","KIDNAPPING/ABDUCTION",2
"434",2008,"GREENWOOD","LARCENY-THEFT",402
"435",2008,"GREENWOOD","LIQUOR LAW VIOLATIONS",8
"436",2008,"GREENWOOD","MOTOR VEHICLE THEFT",108
"437",2008,"GREENWOOD","PROSTITUTION OFFENSES",2
"438",2008,"GREENWOOD","ROBBERY",41
"439",2008,"GREENWOOD","SEX OFFENSES",10
"440",2008,"GREENWOOD","STOLEN PROPERTY OFFENSES",7
"441",2008,"GREENWOOD","TRESPASS OF REAL PROPERTY",20
"442",2008,"GREENWOOD","WEAPON LAW VIOLATIONS",13
"443",2008,"HIGH POINT","ASSAULT OFFENSES",148
"444",2008,"HIGH POINT","BAD CHECKS",1
"445",2008,"HIGH POINT","BURGLARY/BREAKING&ENTERING",54
"446",2008,"HIGH POINT","COUNTERFEITING/FORGERY",5
"447",2008,"HIGH POINT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",61
"448",2008,"HIGH POINT","DRIVING UNDER THE INFLUENCE",4
"449",2008,"HIGH POINT","DRUG/NARCOTIC OFFENSES",10
"450",2008,"HIGH POINT","EMBEZZLEMENT",1
"451",2008,"HIGH POINT","FAMILY OFFENSES, NONVIOLENT",14
"452",2008,"HIGH POINT","FRAUD OFFENSES",21
"453",2008,"HIGH POINT","LARCENY-THEFT",82
"454",2008,"HIGH POINT","LIQUOR LAW VIOLATIONS",1
"455",2008,"HIGH POINT","MOTOR VEHICLE THEFT",26
"456",2008,"HIGH POINT","ROBBERY",5
"457",2008,"HIGH POINT","SEX OFFENSES",4
"458",2008,"HIGH POINT","SEX OFFENSES, CONSENSUAL",1
"459",2008,"HIGH POINT","STOLEN PROPERTY OFFENSES",1
"460",2008,"HIGH POINT","TRESPASS OF REAL PROPERTY",12
"461",2008,"HIGH POINT","WEAPON LAW VIOLATIONS",8
"462",2008,"HIGHLAND PARK","ASSAULT OFFENSES",146
"463",2008,"HIGHLAND PARK","BAD CHECKS",7
"464",2008,"HIGHLAND PARK","BURGLARY/BREAKING&ENTERING",113
"465",2008,"HIGHLAND PARK","COUNTERFEITING/FORGERY",1
"466",2008,"HIGHLAND PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",107
"467",2008,"HIGHLAND PARK","DRIVING UNDER THE INFLUENCE",23
"468",2008,"HIGHLAND PARK","DRUG/NARCOTIC OFFENSES",15
"469",2008,"HIGHLAND PARK","EMBEZZLEMENT",1
"470",2008,"HIGHLAND PARK","EXTORTION/BLACKMAIL",1
"471",2008,"HIGHLAND PARK","FAMILY OFFENSES, NONVIOLENT",28
"472",2008,"HIGHLAND PARK","FRAUD OFFENSES",40
"473",2008,"HIGHLAND PARK","HOMICIDE OFFENSES",1
"474",2008,"HIGHLAND PARK","LARCENY-THEFT",149
"475",2008,"HIGHLAND PARK","LIQUOR LAW VIOLATIONS",2
"476",2008,"HIGHLAND PARK","MOTOR VEHICLE THEFT",68
"477",2008,"HIGHLAND PARK","PROSTITUTION OFFENSES",1
"478",2008,"HIGHLAND PARK","ROBBERY",11
"479",2008,"HIGHLAND PARK","SEX OFFENSES",5
"480",2008,"HIGHLAND PARK","STOLEN PROPERTY OFFENSES",1
"481",2008,"HIGHLAND PARK","TRESPASS OF REAL PROPERTY",2
"482",2008,"HIGHLAND PARK","WEAPON LAW VIOLATIONS",8
"483",2008,"HILLMAN CITY","ASSAULT OFFENSES",93
"484",2008,"HILLMAN CITY","BAD CHECKS",4
"485",2008,"HILLMAN CITY","BURGLARY/BREAKING&ENTERING",97
"486",2008,"HILLMAN CITY","COUNTERFEITING/FORGERY",1
"487",2008,"HILLMAN CITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",62
"488",2008,"HILLMAN CITY","DRIVING UNDER THE INFLUENCE",8
"489",2008,"HILLMAN CITY","DRUG/NARCOTIC OFFENSES",5
"490",2008,"HILLMAN CITY","FAMILY OFFENSES, NONVIOLENT",8
"491",2008,"HILLMAN CITY","FRAUD OFFENSES",20
"492",2008,"HILLMAN CITY","GAMBLING OFFENSES",1
"493",2008,"HILLMAN CITY","HOMICIDE OFFENSES",1
"494",2008,"HILLMAN CITY","LARCENY-THEFT",88
"495",2008,"HILLMAN CITY","LIQUOR LAW VIOLATIONS",2
"496",2008,"HILLMAN CITY","MOTOR VEHICLE THEFT",48
"497",2008,"HILLMAN CITY","PROSTITUTION OFFENSES",1
"498",2008,"HILLMAN CITY","ROBBERY",23
"499",2008,"HILLMAN CITY","SEX OFFENSES",4
"500",2008,"HILLMAN CITY","STOLEN PROPERTY OFFENSES",1
"501",2008,"HILLMAN CITY","TRESPASS OF REAL PROPERTY",6
"502",2008,"HILLMAN CITY","WEAPON LAW VIOLATIONS",13
"503",2008,"JUDKINS PARK/NORTH BEACON HILL","ARSON",1
"504",2008,"JUDKINS PARK/NORTH BEACON HILL","ASSAULT OFFENSES",76
"505",2008,"JUDKINS PARK/NORTH BEACON HILL","BAD CHECKS",3
"506",2008,"JUDKINS PARK/NORTH BEACON HILL","BURGLARY/BREAKING&ENTERING",58
"507",2008,"JUDKINS PARK/NORTH BEACON HILL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"508",2008,"JUDKINS PARK/NORTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",61
"509",2008,"JUDKINS PARK/NORTH BEACON HILL","DRIVING UNDER THE INFLUENCE",8
"510",2008,"JUDKINS PARK/NORTH BEACON HILL","DRUG/NARCOTIC OFFENSES",38
"511",2008,"JUDKINS PARK/NORTH BEACON HILL","EMBEZZLEMENT",1
"512",2008,"JUDKINS PARK/NORTH BEACON HILL","FAMILY OFFENSES, NONVIOLENT",10
"513",2008,"JUDKINS PARK/NORTH BEACON HILL","FRAUD OFFENSES",25
"514",2008,"JUDKINS PARK/NORTH BEACON HILL","HOMICIDE OFFENSES",1
"515",2008,"JUDKINS PARK/NORTH BEACON HILL","KIDNAPPING/ABDUCTION",1
"516",2008,"JUDKINS PARK/NORTH BEACON HILL","LARCENY-THEFT",161
"517",2008,"JUDKINS PARK/NORTH BEACON HILL","LIQUOR LAW VIOLATIONS",4
"518",2008,"JUDKINS PARK/NORTH BEACON HILL","MOTOR VEHICLE THEFT",31
"519",2008,"JUDKINS PARK/NORTH BEACON HILL","PROSTITUTION OFFENSES",3
"520",2008,"JUDKINS PARK/NORTH BEACON HILL","ROBBERY",26
"521",2008,"JUDKINS PARK/NORTH BEACON HILL","SEX OFFENSES",5
"522",2008,"JUDKINS PARK/NORTH BEACON HILL","STOLEN PROPERTY OFFENSES",5
"523",2008,"JUDKINS PARK/NORTH BEACON HILL","TRESPASS OF REAL PROPERTY",13
"524",2008,"JUDKINS PARK/NORTH BEACON HILL","WEAPON LAW VIOLATIONS",11
"525",2008,"LAKECITY","ARSON",5
"526",2008,"LAKECITY","ASSAULT OFFENSES",302
"527",2008,"LAKECITY","BAD CHECKS",29
"528",2008,"LAKECITY","BURGLARY/BREAKING&ENTERING",235
"529",2008,"LAKECITY","COUNTERFEITING/FORGERY",12
"530",2008,"LAKECITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",254
"531",2008,"LAKECITY","DRIVING UNDER THE INFLUENCE",30
"532",2008,"LAKECITY","DRUG/NARCOTIC OFFENSES",28
"533",2008,"LAKECITY","EMBEZZLEMENT",9
"534",2008,"LAKECITY","FAMILY OFFENSES, NONVIOLENT",22
"535",2008,"LAKECITY","FRAUD OFFENSES",96
"536",2008,"LAKECITY","LARCENY-THEFT",615
"537",2008,"LAKECITY","LIQUOR LAW VIOLATIONS",5
"538",2008,"LAKECITY","MOTOR VEHICLE THEFT",91
"539",2008,"LAKECITY","PROSTITUTION OFFENSES",14
"540",2008,"LAKECITY","ROBBERY",30
"541",2008,"LAKECITY","SEX OFFENSES",11
"542",2008,"LAKECITY","SEX OFFENSES, CONSENSUAL",1
"543",2008,"LAKECITY","STOLEN PROPERTY OFFENSES",3
"544",2008,"LAKECITY","TRESPASS OF REAL PROPERTY",16
"545",2008,"LAKECITY","WEAPON LAW VIOLATIONS",12
"546",2008,"LAKEWOOD/SEWARD PARK","ARSON",1
"547",2008,"LAKEWOOD/SEWARD PARK","ASSAULT OFFENSES",35
"548",2008,"LAKEWOOD/SEWARD PARK","BAD CHECKS",3
"549",2008,"LAKEWOOD/SEWARD PARK","BURGLARY/BREAKING&ENTERING",65
"550",2008,"LAKEWOOD/SEWARD PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",44
"551",2008,"LAKEWOOD/SEWARD PARK","DRIVING UNDER THE INFLUENCE",1
"552",2008,"LAKEWOOD/SEWARD PARK","DRUG/NARCOTIC OFFENSES",7
"553",2008,"LAKEWOOD/SEWARD PARK","EMBEZZLEMENT",1
"554",2008,"LAKEWOOD/SEWARD PARK","FAMILY OFFENSES, NONVIOLENT",4
"555",2008,"LAKEWOOD/SEWARD PARK","FRAUD OFFENSES",27
"556",2008,"LAKEWOOD/SEWARD PARK","KIDNAPPING/ABDUCTION",1
"557",2008,"LAKEWOOD/SEWARD PARK","LARCENY-THEFT",210
"558",2008,"LAKEWOOD/SEWARD PARK","LIQUOR LAW VIOLATIONS",2
"559",2008,"LAKEWOOD/SEWARD PARK","MOTOR VEHICLE THEFT",24
"560",2008,"LAKEWOOD/SEWARD PARK","ROBBERY",4
"561",2008,"LAKEWOOD/SEWARD PARK","SEX OFFENSES",1
"562",2008,"LAKEWOOD/SEWARD PARK","SEX OFFENSES, CONSENSUAL",1
"563",2008,"LAKEWOOD/SEWARD PARK","STOLEN PROPERTY OFFENSES",3
"564",2008,"LAKEWOOD/SEWARD PARK","TRESPASS OF REAL PROPERTY",4
"565",2008,"LAKEWOOD/SEWARD PARK","WEAPON LAW VIOLATIONS",5
"566",2008,"MADISON PARK","ASSAULT OFFENSES",18
"567",2008,"MADISON PARK","BAD CHECKS",2
"568",2008,"MADISON PARK","BURGLARY/BREAKING&ENTERING",25
"569",2008,"MADISON PARK","COUNTERFEITING/FORGERY",1
"570",2008,"MADISON PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",30
"571",2008,"MADISON PARK","DRIVING UNDER THE INFLUENCE",2
"572",2008,"MADISON PARK","DRUG/NARCOTIC OFFENSES",1
"573",2008,"MADISON PARK","EMBEZZLEMENT",1
"574",2008,"MADISON PARK","EXTORTION/BLACKMAIL",1
"575",2008,"MADISON PARK","FRAUD OFFENSES",18
"576",2008,"MADISON PARK","LARCENY-THEFT",82
"577",2008,"MADISON PARK","MOTOR VEHICLE THEFT",12
"578",2008,"MADISON PARK","ROBBERY",1
"579",2008,"MADISON PARK","STOLEN PROPERTY OFFENSES",1
"580",2008,"MADISON PARK","TRESPASS OF REAL PROPERTY",2
"581",2008,"MADISON PARK","WEAPON LAW VIOLATIONS",1
"582",2008,"MADRONA/LESCHI","ARSON",1
"583",2008,"MADRONA/LESCHI","ASSAULT OFFENSES",165
"584",2008,"MADRONA/LESCHI","BAD CHECKS",7
"585",2008,"MADRONA/LESCHI","BURGLARY/BREAKING&ENTERING",153
"586",2008,"MADRONA/LESCHI","COUNTERFEITING/FORGERY",3
"587",2008,"MADRONA/LESCHI","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",132
"588",2008,"MADRONA/LESCHI","DRIVING UNDER THE INFLUENCE",12
"589",2008,"MADRONA/LESCHI","DRUG/NARCOTIC OFFENSES",68
"590",2008,"MADRONA/LESCHI","EMBEZZLEMENT",1
"591",2008,"MADRONA/LESCHI","FAMILY OFFENSES, NONVIOLENT",19
"592",2008,"MADRONA/LESCHI","FRAUD OFFENSES",45
"593",2008,"MADRONA/LESCHI","KIDNAPPING/ABDUCTION",1
"594",2008,"MADRONA/LESCHI","LARCENY-THEFT",260
"595",2008,"MADRONA/LESCHI","LIQUOR LAW VIOLATIONS",11
"596",2008,"MADRONA/LESCHI","MOTOR VEHICLE THEFT",65
"597",2008,"MADRONA/LESCHI","PEEPING TOM",1
"598",2008,"MADRONA/LESCHI","PROSTITUTION OFFENSES",1
"599",2008,"MADRONA/LESCHI","ROBBERY",25
"600",2008,"MADRONA/LESCHI","SEX OFFENSES",8
"601",2008,"MADRONA/LESCHI","STOLEN PROPERTY OFFENSES",4
"602",2008,"MADRONA/LESCHI","TRESPASS OF REAL PROPERTY",37
"603",2008,"MADRONA/LESCHI","WEAPON LAW VIOLATIONS",26
"604",2008,"MAGNOLIA","ARSON",2
"605",2008,"MAGNOLIA","ASSAULT OFFENSES",122
"606",2008,"MAGNOLIA","BAD CHECKS",5
"607",2008,"MAGNOLIA","BURGLARY/BREAKING&ENTERING",107
"608",2008,"MAGNOLIA","COUNTERFEITING/FORGERY",3
"609",2008,"MAGNOLIA","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",132
"610",2008,"MAGNOLIA","DRIVING UNDER THE INFLUENCE",21
"611",2008,"MAGNOLIA","DRUG/NARCOTIC OFFENSES",4
"612",2008,"MAGNOLIA","EMBEZZLEMENT",2
"613",2008,"MAGNOLIA","FAMILY OFFENSES, NONVIOLENT",12
"614",2008,"MAGNOLIA","FRAUD OFFENSES",62
"615",2008,"MAGNOLIA","LARCENY-THEFT",285
"616",2008,"MAGNOLIA","LIQUOR LAW VIOLATIONS",2
"617",2008,"MAGNOLIA","MOTOR VEHICLE THEFT",53
"618",2008,"MAGNOLIA","ROBBERY",6
"619",2008,"MAGNOLIA","SEX OFFENSES",2
"620",2008,"MAGNOLIA","SEX OFFENSES, CONSENSUAL",1
"621",2008,"MAGNOLIA","STOLEN PROPERTY OFFENSES",1
"622",2008,"MAGNOLIA","TRESPASS OF REAL PROPERTY",12
"623",2008,"MAGNOLIA","WEAPON LAW VIOLATIONS",5
"624",2008,"MID BEACON HILL","ARSON",1
"625",2008,"MID BEACON HILL","ASSAULT OFFENSES",157
"626",2008,"MID BEACON HILL","BAD CHECKS",9
"627",2008,"MID BEACON HILL","BURGLARY/BREAKING&ENTERING",251
"628",2008,"MID BEACON HILL","COUNTERFEITING/FORGERY",2
"629",2008,"MID BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",117
"630",2008,"MID BEACON HILL","DRIVING UNDER THE INFLUENCE",7
"631",2008,"MID BEACON HILL","DRUG/NARCOTIC OFFENSES",30
"632",2008,"MID BEACON HILL","EMBEZZLEMENT",2
"633",2008,"MID BEACON HILL","FAMILY OFFENSES, NONVIOLENT",24
"634",2008,"MID BEACON HILL","FRAUD OFFENSES",37
"635",2008,"MID BEACON HILL","KIDNAPPING/ABDUCTION",2
"636",2008,"MID BEACON HILL","LARCENY-THEFT",198
"637",2008,"MID BEACON HILL","LIQUOR LAW VIOLATIONS",2
"638",2008,"MID BEACON HILL","MOTOR VEHICLE THEFT",97
"639",2008,"MID BEACON HILL","ROBBERY",33
"640",2008,"MID BEACON HILL","SEX OFFENSES",7
"641",2008,"MID BEACON HILL","SEX OFFENSES, CONSENSUAL",1
"642",2008,"MID BEACON HILL","STOLEN PROPERTY OFFENSES",4
"643",2008,"MID BEACON HILL","TRESPASS OF REAL PROPERTY",10
"644",2008,"MID BEACON HILL","WEAPON LAW VIOLATIONS",12
"645",2008,"MILLER PARK","ASSAULT OFFENSES",45
"646",2008,"MILLER PARK","BURGLARY/BREAKING&ENTERING",68
"647",2008,"MILLER PARK","COUNTERFEITING/FORGERY",1
"648",2008,"MILLER PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",83
"649",2008,"MILLER PARK","DRIVING UNDER THE INFLUENCE",4
"650",2008,"MILLER PARK","DRUG/NARCOTIC OFFENSES",5
"651",2008,"MILLER PARK","FAMILY OFFENSES, NONVIOLENT",5
"652",2008,"MILLER PARK","FRAUD OFFENSES",24
"653",2008,"MILLER PARK","LARCENY-THEFT",128
"654",2008,"MILLER PARK","MOTOR VEHICLE THEFT",48
"655",2008,"MILLER PARK","ROBBERY",11
"656",2008,"MILLER PARK","SEX OFFENSES",4
"657",2008,"MILLER PARK","SEX OFFENSES, CONSENSUAL",1
"658",2008,"MILLER PARK","STOLEN PROPERTY OFFENSES",1
"659",2008,"MILLER PARK","TRESPASS OF REAL PROPERTY",6
"660",2008,"MILLER PARK","WEAPON LAW VIOLATIONS",4
"661",2008,"MONTLAKE/PORTAGE BAY","ASSAULT OFFENSES",20
"662",2008,"MONTLAKE/PORTAGE BAY","BAD CHECKS",1
"663",2008,"MONTLAKE/PORTAGE BAY","BURGLARY/BREAKING&ENTERING",63
"664",2008,"MONTLAKE/PORTAGE BAY","COUNTERFEITING/FORGERY",1
"665",2008,"MONTLAKE/PORTAGE BAY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",50
"666",2008,"MONTLAKE/PORTAGE BAY","DRIVING UNDER THE INFLUENCE",13
"667",2008,"MONTLAKE/PORTAGE BAY","DRUG/NARCOTIC OFFENSES",2
"668",2008,"MONTLAKE/PORTAGE BAY","FAMILY OFFENSES, NONVIOLENT",1
"669",2008,"MONTLAKE/PORTAGE BAY","FRAUD OFFENSES",21
"670",2008,"MONTLAKE/PORTAGE BAY","LARCENY-THEFT",131
"671",2008,"MONTLAKE/PORTAGE BAY","LIQUOR LAW VIOLATIONS",1
"672",2008,"MONTLAKE/PORTAGE BAY","MOTOR VEHICLE THEFT",34
"673",2008,"MONTLAKE/PORTAGE BAY","ROBBERY",2
"674",2008,"MONTLAKE/PORTAGE BAY","TRESPASS OF REAL PROPERTY",4
"675",2008,"MONTLAKE/PORTAGE BAY","WEAPON LAW VIOLATIONS",4
"676",2008,"MORGAN","ARSON",1
"677",2008,"MORGAN","ASSAULT OFFENSES",67
"678",2008,"MORGAN","BAD CHECKS",6
"679",2008,"MORGAN","BURGLARY/BREAKING&ENTERING",72
"680",2008,"MORGAN","COUNTERFEITING/FORGERY",2
"681",2008,"MORGAN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",64
"682",2008,"MORGAN","DRIVING UNDER THE INFLUENCE",16
"683",2008,"MORGAN","DRUG/NARCOTIC OFFENSES",12
"684",2008,"MORGAN","EMBEZZLEMENT",1
"685",2008,"MORGAN","FAMILY OFFENSES, NONVIOLENT",9
"686",2008,"MORGAN","FRAUD OFFENSES",38
"687",2008,"MORGAN","KIDNAPPING/ABDUCTION",1
"688",2008,"MORGAN","LARCENY-THEFT",158
"689",2008,"MORGAN","LIQUOR LAW VIOLATIONS",4
"690",2008,"MORGAN","MOTOR VEHICLE THEFT",31
"691",2008,"MORGAN","PORNOGRAPHY/OBSCENE MATERIAL",1
"692",2008,"MORGAN","ROBBERY",8
"693",2008,"MORGAN","SEX OFFENSES",1
"694",2008,"MORGAN","STOLEN PROPERTY OFFENSES",1
"695",2008,"MORGAN","TRESPASS OF REAL PROPERTY",2
"696",2008,"MORGAN","WEAPON LAW VIOLATIONS",3
"697",2008,"MOUNT BAKER","ARSON",2
"698",2008,"MOUNT BAKER","ASSAULT OFFENSES",132
"699",2008,"MOUNT BAKER","BAD CHECKS",14
"700",2008,"MOUNT BAKER","BURGLARY/BREAKING&ENTERING",126
"701",2008,"MOUNT BAKER","COUNTERFEITING/FORGERY",7
"702",2008,"MOUNT BAKER","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",105
"703",2008,"MOUNT BAKER","DRIVING UNDER THE INFLUENCE",8
"704",2008,"MOUNT BAKER","DRUG/NARCOTIC OFFENSES",22
"705",2008,"MOUNT BAKER","FAMILY OFFENSES, NONVIOLENT",13
"706",2008,"MOUNT BAKER","FRAUD OFFENSES",35
"707",2008,"MOUNT BAKER","KIDNAPPING/ABDUCTION",5
"708",2008,"MOUNT BAKER","LARCENY-THEFT",251
"709",2008,"MOUNT BAKER","LIQUOR LAW VIOLATIONS",2
"710",2008,"MOUNT BAKER","MOTOR VEHICLE THEFT",54
"711",2008,"MOUNT BAKER","PEEPING TOM",1
"712",2008,"MOUNT BAKER","PROSTITUTION OFFENSES",1
"713",2008,"MOUNT BAKER","ROBBERY",37
"714",2008,"MOUNT BAKER","SEX OFFENSES",7
"715",2008,"MOUNT BAKER","STOLEN PROPERTY OFFENSES",4
"716",2008,"MOUNT BAKER","TRESPASS OF REAL PROPERTY",19
"717",2008,"MOUNT BAKER","WEAPON LAW VIOLATIONS",17
"718",2008,"NEW HOLLY","ARSON",2
"719",2008,"NEW HOLLY","ASSAULT OFFENSES",83
"720",2008,"NEW HOLLY","BAD CHECKS",8
"721",2008,"NEW HOLLY","BURGLARY/BREAKING&ENTERING",72
"722",2008,"NEW HOLLY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",67
"723",2008,"NEW HOLLY","DRIVING UNDER THE INFLUENCE",4
"724",2008,"NEW HOLLY","DRUG/NARCOTIC OFFENSES",12
"725",2008,"NEW HOLLY","EMBEZZLEMENT",1
"726",2008,"NEW HOLLY","FAMILY OFFENSES, NONVIOLENT",11
"727",2008,"NEW HOLLY","FRAUD OFFENSES",15
"728",2008,"NEW HOLLY","KIDNAPPING/ABDUCTION",1
"729",2008,"NEW HOLLY","LARCENY-THEFT",114
"730",2008,"NEW HOLLY","LIQUOR LAW VIOLATIONS",1
"731",2008,"NEW HOLLY","MOTOR VEHICLE THEFT",42
"732",2008,"NEW HOLLY","ROBBERY",32
"733",2008,"NEW HOLLY","SEX OFFENSES",3
"734",2008,"NEW HOLLY","STOLEN PROPERTY OFFENSES",1
"735",2008,"NEW HOLLY","TRESPASS OF REAL PROPERTY",14
"736",2008,"NEW HOLLY","WEAPON LAW VIOLATIONS",10
"737",2008,"NORTH ADMIRAL","ASSAULT OFFENSES",78
"738",2008,"NORTH ADMIRAL","BAD CHECKS",6
"739",2008,"NORTH ADMIRAL","BURGLARY/BREAKING&ENTERING",73
"740",2008,"NORTH ADMIRAL","COUNTERFEITING/FORGERY",5
"741",2008,"NORTH ADMIRAL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"742",2008,"NORTH ADMIRAL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",94
"743",2008,"NORTH ADMIRAL","DRIVING UNDER THE INFLUENCE",13
"744",2008,"NORTH ADMIRAL","DRUG/NARCOTIC OFFENSES",9
"745",2008,"NORTH ADMIRAL","EMBEZZLEMENT",3
"746",2008,"NORTH ADMIRAL","FAMILY OFFENSES, NONVIOLENT",9
"747",2008,"NORTH ADMIRAL","FRAUD OFFENSES",34
"748",2008,"NORTH ADMIRAL","LARCENY-THEFT",278
"749",2008,"NORTH ADMIRAL","LIQUOR LAW VIOLATIONS",11
"750",2008,"NORTH ADMIRAL","MOTOR VEHICLE THEFT",35
"751",2008,"NORTH ADMIRAL","PORNOGRAPHY/OBSCENE MATERIAL",1
"752",2008,"NORTH ADMIRAL","ROBBERY",14
"753",2008,"NORTH ADMIRAL","SEX OFFENSES",3
"754",2008,"NORTH ADMIRAL","TRESPASS OF REAL PROPERTY",9
"755",2008,"NORTH ADMIRAL","WEAPON LAW VIOLATIONS",6
"756",2008,"NORTH BEACON HILL","ARSON",1
"757",2008,"NORTH BEACON HILL","ASSAULT OFFENSES",185
"758",2008,"NORTH BEACON HILL","BAD CHECKS",6
"759",2008,"NORTH BEACON HILL","BURGLARY/BREAKING&ENTERING",148
"760",2008,"NORTH BEACON HILL","COUNTERFEITING/FORGERY",7
"761",2008,"NORTH BEACON HILL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"762",2008,"NORTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",151
"763",2008,"NORTH BEACON HILL","DRIVING UNDER THE INFLUENCE",17
"764",2008,"NORTH BEACON HILL","DRUG/NARCOTIC OFFENSES",63
