"","year","MCPP","Offense.Parent.Group","n"
"9066",2015,"SODO","ARSON",1
"9067",2015,"SODO","ASSAULT OFFENSES",164
"9068",2015,"SODO","BAD CHECKS",6
"9069",2015,"SODO","BURGLARY/BREAKING&ENTERING",55
"9070",2015,"SODO","COUNTERFEITING/FORGERY",6
"9071",2015,"SODO","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9072",2015,"SODO","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",103
"9073",2015,"SODO","DRIVING UNDER THE INFLUENCE",31
"9074",2015,"SODO","DRUG/NARCOTIC OFFENSES",35
"9075",2015,"SODO","EMBEZZLEMENT",8
"9076",2015,"SODO","EXTORTION/BLACKMAIL",2
"9077",2015,"SODO","FAMILY OFFENSES, NONVIOLENT",8
"9078",2015,"SODO","FRAUD OFFENSES",40
"9079",2015,"SODO","KIDNAPPING/ABDUCTION",3
"9080",2015,"SODO","LARCENY-THEFT",513
"9081",2015,"SODO","LIQUOR LAW VIOLATIONS",1
"9082",2015,"SODO","MOTOR VEHICLE THEFT",65
"9083",2015,"SODO","PROSTITUTION OFFENSES",1
"9084",2015,"SODO","ROBBERY",27
"9085",2015,"SODO","SEX OFFENSES",6
"9086",2015,"SODO","STOLEN PROPERTY OFFENSES",6
"9087",2015,"SODO","TRESPASS OF REAL PROPERTY",28
"9088",2015,"SODO","WEAPON LAW VIOLATIONS",10
"9089",2015,"SOUTH BEACON HILL","ARSON",2
"9090",2015,"SOUTH BEACON HILL","ASSAULT OFFENSES",56
"9091",2015,"SOUTH BEACON HILL","BURGLARY/BREAKING&ENTERING",38
"9092",2015,"SOUTH BEACON HILL","COUNTERFEITING/FORGERY",1
"9093",2015,"SOUTH BEACON HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",27
"9094",2015,"SOUTH BEACON HILL","DRIVING UNDER THE INFLUENCE",4
"9095",2015,"SOUTH BEACON HILL","DRUG/NARCOTIC OFFENSES",4
"9096",2015,"SOUTH BEACON HILL","EMBEZZLEMENT",1
"9097",2015,"SOUTH BEACON HILL","FAMILY OFFENSES, NONVIOLENT",19
"9098",2015,"SOUTH BEACON HILL","FRAUD OFFENSES",15
"9099",2015,"SOUTH BEACON HILL","KIDNAPPING/ABDUCTION",1
"9100",2015,"SOUTH BEACON HILL","LARCENY-THEFT",57
"9101",2015,"SOUTH BEACON HILL","MOTOR VEHICLE THEFT",23
"9102",2015,"SOUTH BEACON HILL","ROBBERY",8
"9103",2015,"SOUTH BEACON HILL","SEX OFFENSES",2
"9104",2015,"SOUTH BEACON HILL","STOLEN PROPERTY OFFENSES",1
"9105",2015,"SOUTH BEACON HILL","TRESPASS OF REAL PROPERTY",3
"9106",2015,"SOUTH BEACON HILL","WEAPON LAW VIOLATIONS",2
"9107",2015,"SOUTH DELRIDGE","ARSON",1
"9108",2015,"SOUTH DELRIDGE","ASSAULT OFFENSES",49
"9109",2015,"SOUTH DELRIDGE","BAD CHECKS",1
"9110",2015,"SOUTH DELRIDGE","BURGLARY/BREAKING&ENTERING",30
"9111",2015,"SOUTH DELRIDGE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9112",2015,"SOUTH DELRIDGE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",34
"9113",2015,"SOUTH DELRIDGE","DRUG/NARCOTIC OFFENSES",5
"9114",2015,"SOUTH DELRIDGE","EXTORTION/BLACKMAIL",1
"9115",2015,"SOUTH DELRIDGE","FAMILY OFFENSES, NONVIOLENT",12
"9116",2015,"SOUTH DELRIDGE","FRAUD OFFENSES",9
"9117",2015,"SOUTH DELRIDGE","LARCENY-THEFT",75
"9118",2015,"SOUTH DELRIDGE","LIQUOR LAW VIOLATIONS",1
"9119",2015,"SOUTH DELRIDGE","MOTOR VEHICLE THEFT",23
"9120",2015,"SOUTH DELRIDGE","PORNOGRAPHY/OBSCENE MATERIAL",1
"9121",2015,"SOUTH DELRIDGE","ROBBERY",8
"9122",2015,"SOUTH DELRIDGE","SEX OFFENSES",2
"9123",2015,"SOUTH DELRIDGE","STOLEN PROPERTY OFFENSES",1
"9124",2015,"SOUTH DELRIDGE","TRESPASS OF REAL PROPERTY",20
"9125",2015,"SOUTH DELRIDGE","WEAPON LAW VIOLATIONS",4
"9126",2015,"SOUTH PARK","ARSON",1
"9127",2015,"SOUTH PARK","ASSAULT OFFENSES",108
"9128",2015,"SOUTH PARK","BAD CHECKS",4
"9129",2015,"SOUTH PARK","BURGLARY/BREAKING&ENTERING",78
"9130",2015,"SOUTH PARK","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9131",2015,"SOUTH PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",81
"9132",2015,"SOUTH PARK","DRIVING UNDER THE INFLUENCE",6
"9133",2015,"SOUTH PARK","DRUG/NARCOTIC OFFENSES",16
"9134",2015,"SOUTH PARK","EMBEZZLEMENT",1
"9135",2015,"SOUTH PARK","FAMILY OFFENSES, NONVIOLENT",10
"9136",2015,"SOUTH PARK","FRAUD OFFENSES",15
"9137",2015,"SOUTH PARK","HOMICIDE OFFENSES",1
"9138",2015,"SOUTH PARK","LARCENY-THEFT",139
"9139",2015,"SOUTH PARK","MOTOR VEHICLE THEFT",47
"9140",2015,"SOUTH PARK","ROBBERY",9
"9141",2015,"SOUTH PARK","SEX OFFENSES",1
"9142",2015,"SOUTH PARK","STOLEN PROPERTY OFFENSES",7
"9143",2015,"SOUTH PARK","TRESPASS OF REAL PROPERTY",17
"9144",2015,"SOUTH PARK","WEAPON LAW VIOLATIONS",11
"9145",2015,"UNIVERSITY","ARSON",3
"9146",2015,"UNIVERSITY","ASSAULT OFFENSES",329
"9147",2015,"UNIVERSITY","BAD CHECKS",30
"9148",2015,"UNIVERSITY","BURGLARY/BREAKING&ENTERING",445
"9149",2015,"UNIVERSITY","COUNTERFEITING/FORGERY",5
"9150",2015,"UNIVERSITY","CURFEW/LOITERING/VAGRANCY VIOLATIONS",7
"9151",2015,"UNIVERSITY","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",287
"9152",2015,"UNIVERSITY","DRIVING UNDER THE INFLUENCE",13
"9153",2015,"UNIVERSITY","DRUG/NARCOTIC OFFENSES",55
"9154",2015,"UNIVERSITY","EMBEZZLEMENT",1
"9155",2015,"UNIVERSITY","EXTORTION/BLACKMAIL",4
"9156",2015,"UNIVERSITY","FAMILY OFFENSES, NONVIOLENT",14
"9157",2015,"UNIVERSITY","FRAUD OFFENSES",187
"9158",2015,"UNIVERSITY","HOMICIDE OFFENSES",1
"9159",2015,"UNIVERSITY","KIDNAPPING/ABDUCTION",1
"9160",2015,"UNIVERSITY","LARCENY-THEFT",1142
"9161",2015,"UNIVERSITY","LIQUOR LAW VIOLATIONS",3
"9162",2015,"UNIVERSITY","MOTOR VEHICLE THEFT",159
"9163",2015,"UNIVERSITY","PEEPING TOM",1
"9164",2015,"UNIVERSITY","PROSTITUTION OFFENSES",1
"9165",2015,"UNIVERSITY","ROBBERY",67
"9166",2015,"UNIVERSITY","SEX OFFENSES",12
"9167",2015,"UNIVERSITY","STOLEN PROPERTY OFFENSES",6
"9168",2015,"UNIVERSITY","TRESPASS OF REAL PROPERTY",137
"9169",2015,"UNIVERSITY","WEAPON LAW VIOLATIONS",22
"9170",2015,"UNKNOWN","ASSAULT OFFENSES",70
"9171",2015,"UNKNOWN","BAD CHECKS",7
"9172",2015,"UNKNOWN","BURGLARY/BREAKING&ENTERING",8
"9173",2015,"UNKNOWN","COUNTERFEITING/FORGERY",2
"9174",2015,"UNKNOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",19
"9175",2015,"UNKNOWN","DRIVING UNDER THE INFLUENCE",6
"9176",2015,"UNKNOWN","DRUG/NARCOTIC OFFENSES",15
"9177",2015,"UNKNOWN","FAMILY OFFENSES, NONVIOLENT",12
"9178",2015,"UNKNOWN","FRAUD OFFENSES",56
"9179",2015,"UNKNOWN","KIDNAPPING/ABDUCTION",1
"9180",2015,"UNKNOWN","LARCENY-THEFT",63
"9181",2015,"UNKNOWN","MOTOR VEHICLE THEFT",5
"9182",2015,"UNKNOWN","PROSTITUTION OFFENSES",9
"9183",2015,"UNKNOWN","ROBBERY",11
"9184",2015,"UNKNOWN","SEX OFFENSES",29
"9185",2015,"UNKNOWN","STOLEN PROPERTY OFFENSES",1
"9186",2015,"UNKNOWN","TRESPASS OF REAL PROPERTY",6
"9187",2015,"UNKNOWN","WEAPON LAW VIOLATIONS",2
"9188",2015,"WALLINGFORD","ARSON",3
"9189",2015,"WALLINGFORD","ASSAULT OFFENSES",92
"9190",2015,"WALLINGFORD","BAD CHECKS",5
"9191",2015,"WALLINGFORD","BURGLARY/BREAKING&ENTERING",181
"9192",2015,"WALLINGFORD","COUNTERFEITING/FORGERY",17
"9193",2015,"WALLINGFORD","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",88
"9194",2015,"WALLINGFORD","DRIVING UNDER THE INFLUENCE",12
"9195",2015,"WALLINGFORD","DRUG/NARCOTIC OFFENSES",7
"9196",2015,"WALLINGFORD","EMBEZZLEMENT",2
"9197",2015,"WALLINGFORD","FAMILY OFFENSES, NONVIOLENT",13
"9198",2015,"WALLINGFORD","FRAUD OFFENSES",75
"9199",2015,"WALLINGFORD","HOMICIDE OFFENSES",1
"9200",2015,"WALLINGFORD","LARCENY-THEFT",498
"9201",2015,"WALLINGFORD","LIQUOR LAW VIOLATIONS",2
"9202",2015,"WALLINGFORD","MOTOR VEHICLE THEFT",103
"9203",2015,"WALLINGFORD","ROBBERY",13
"9204",2015,"WALLINGFORD","SEX OFFENSES",4
"9205",2015,"WALLINGFORD","STOLEN PROPERTY OFFENSES",5
"9206",2015,"WALLINGFORD","TRESPASS OF REAL PROPERTY",34
"9207",2015,"WALLINGFORD","WEAPON LAW VIOLATIONS",4
"9208",2016,"ALASKA JUNCTION","ARSON",1
"9209",2016,"ALASKA JUNCTION","ASSAULT OFFENSES",92
"9210",2016,"ALASKA JUNCTION","BAD CHECKS",15
"9211",2016,"ALASKA JUNCTION","BURGLARY/BREAKING&ENTERING",118
"9212",2016,"ALASKA JUNCTION","COUNTERFEITING/FORGERY",4
"9213",2016,"ALASKA JUNCTION","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9214",2016,"ALASKA JUNCTION","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",83
"9215",2016,"ALASKA JUNCTION","DRIVING UNDER THE INFLUENCE",4
"9216",2016,"ALASKA JUNCTION","DRUG/NARCOTIC OFFENSES",11
"9217",2016,"ALASKA JUNCTION","EMBEZZLEMENT",1
"9218",2016,"ALASKA JUNCTION","EXTORTION/BLACKMAIL",1
"9219",2016,"ALASKA JUNCTION","FAMILY OFFENSES, NONVIOLENT",16
"9220",2016,"ALASKA JUNCTION","FRAUD OFFENSES",77
"9221",2016,"ALASKA JUNCTION","LARCENY-THEFT",509
"9222",2016,"ALASKA JUNCTION","LIQUOR LAW VIOLATIONS",1
"9223",2016,"ALASKA JUNCTION","MOTOR VEHICLE THEFT",97
"9224",2016,"ALASKA JUNCTION","ROBBERY",16
"9225",2016,"ALASKA JUNCTION","SEX OFFENSES",8
"9226",2016,"ALASKA JUNCTION","SEX OFFENSES, CONSENSUAL",2
"9227",2016,"ALASKA JUNCTION","STOLEN PROPERTY OFFENSES",4
"9228",2016,"ALASKA JUNCTION","TRESPASS OF REAL PROPERTY",19
"9229",2016,"ALASKA JUNCTION","WEAPON LAW VIOLATIONS",3
"9230",2016,"ALKI","ASSAULT OFFENSES",43
"9231",2016,"ALKI","BAD CHECKS",3
"9232",2016,"ALKI","BURGLARY/BREAKING&ENTERING",47
"9233",2016,"ALKI","COUNTERFEITING/FORGERY",1
"9234",2016,"ALKI","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9235",2016,"ALKI","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",55
"9236",2016,"ALKI","DRIVING UNDER THE INFLUENCE",6
"9237",2016,"ALKI","DRUG/NARCOTIC OFFENSES",2
"9238",2016,"ALKI","FAMILY OFFENSES, NONVIOLENT",6
"9239",2016,"ALKI","FRAUD OFFENSES",37
"9240",2016,"ALKI","LARCENY-THEFT",117
"9241",2016,"ALKI","LIQUOR LAW VIOLATIONS",2
"9242",2016,"ALKI","MOTOR VEHICLE THEFT",29
"9243",2016,"ALKI","ROBBERY",4
"9244",2016,"ALKI","SEX OFFENSES",1
"9245",2016,"ALKI","STOLEN PROPERTY OFFENSES",1
"9246",2016,"ALKI","TRESPASS OF REAL PROPERTY",6
"9247",2016,"ALKI","WEAPON LAW VIOLATIONS",2
"9248",2016,"BALLARD NORTH","ARSON",5
"9249",2016,"BALLARD NORTH","ASSAULT OFFENSES",160
"9250",2016,"BALLARD NORTH","BAD CHECKS",20
"9251",2016,"BALLARD NORTH","BURGLARY/BREAKING&ENTERING",204
"9252",2016,"BALLARD NORTH","COUNTERFEITING/FORGERY",13
"9253",2016,"BALLARD NORTH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",152
"9254",2016,"BALLARD NORTH","DRIVING UNDER THE INFLUENCE",26
"9255",2016,"BALLARD NORTH","DRUG/NARCOTIC OFFENSES",7
"9256",2016,"BALLARD NORTH","EMBEZZLEMENT",4
"9257",2016,"BALLARD NORTH","FAMILY OFFENSES, NONVIOLENT",23
"9258",2016,"BALLARD NORTH","FRAUD OFFENSES",88
"9259",2016,"BALLARD NORTH","KIDNAPPING/ABDUCTION",1
"9260",2016,"BALLARD NORTH","LARCENY-THEFT",712
"9261",2016,"BALLARD NORTH","LIQUOR LAW VIOLATIONS",4
"9262",2016,"BALLARD NORTH","MOTOR VEHICLE THEFT",119
"9263",2016,"BALLARD NORTH","PORNOGRAPHY/OBSCENE MATERIAL",1
"9264",2016,"BALLARD NORTH","ROBBERY",27
"9265",2016,"BALLARD NORTH","SEX OFFENSES",5
"9266",2016,"BALLARD NORTH","STOLEN PROPERTY OFFENSES",5
"9267",2016,"BALLARD NORTH","TRESPASS OF REAL PROPERTY",26
"9268",2016,"BALLARD NORTH","WEAPON LAW VIOLATIONS",4
"9269",2016,"BALLARD SOUTH","ARSON",3
"9270",2016,"BALLARD SOUTH","ASSAULT OFFENSES",307
"9271",2016,"BALLARD SOUTH","BAD CHECKS",13
"9272",2016,"BALLARD SOUTH","BURGLARY/BREAKING&ENTERING",273
"9273",2016,"BALLARD SOUTH","COUNTERFEITING/FORGERY",10
"9274",2016,"BALLARD SOUTH","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",183
"9275",2016,"BALLARD SOUTH","DRIVING UNDER THE INFLUENCE",30
"9276",2016,"BALLARD SOUTH","DRUG/NARCOTIC OFFENSES",24
"9277",2016,"BALLARD SOUTH","EMBEZZLEMENT",1
"9278",2016,"BALLARD SOUTH","EXTORTION/BLACKMAIL",2
"9279",2016,"BALLARD SOUTH","FAMILY OFFENSES, NONVIOLENT",14
"9280",2016,"BALLARD SOUTH","FRAUD OFFENSES",119
"9281",2016,"BALLARD SOUTH","LARCENY-THEFT",862
"9282",2016,"BALLARD SOUTH","LIQUOR LAW VIOLATIONS",1
"9283",2016,"BALLARD SOUTH","MOTOR VEHICLE THEFT",140
"9284",2016,"BALLARD SOUTH","PEEPING TOM",1
"9285",2016,"BALLARD SOUTH","ROBBERY",51
"9286",2016,"BALLARD SOUTH","SEX OFFENSES",7
"9287",2016,"BALLARD SOUTH","STOLEN PROPERTY OFFENSES",4
"9288",2016,"BALLARD SOUTH","TRESPASS OF REAL PROPERTY",129
"9289",2016,"BALLARD SOUTH","WEAPON LAW VIOLATIONS",15
"9290",2016,"BELLTOWN","ARSON",1
"9291",2016,"BELLTOWN","ASSAULT OFFENSES",258
"9292",2016,"BELLTOWN","BAD CHECKS",3
"9293",2016,"BELLTOWN","BURGLARY/BREAKING&ENTERING",125
"9294",2016,"BELLTOWN","COUNTERFEITING/FORGERY",1
"9295",2016,"BELLTOWN","CURFEW/LOITERING/VAGRANCY VIOLATIONS",4
"9296",2016,"BELLTOWN","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",134
"9297",2016,"BELLTOWN","DRIVING UNDER THE INFLUENCE",36
"9298",2016,"BELLTOWN","DRUG/NARCOTIC OFFENSES",71
"9299",2016,"BELLTOWN","EMBEZZLEMENT",6
"9300",2016,"BELLTOWN","EXTORTION/BLACKMAIL",1
"9301",2016,"BELLTOWN","FAMILY OFFENSES, NONVIOLENT",10
"9302",2016,"BELLTOWN","FRAUD OFFENSES",73
"9303",2016,"BELLTOWN","HOMICIDE OFFENSES",1
"9304",2016,"BELLTOWN","LARCENY-THEFT",768
"9305",2016,"BELLTOWN","MOTOR VEHICLE THEFT",41
"9306",2016,"BELLTOWN","PROSTITUTION OFFENSES",35
"9307",2016,"BELLTOWN","ROBBERY",40
"9308",2016,"BELLTOWN","SEX OFFENSES",9
"9309",2016,"BELLTOWN","SEX OFFENSES, CONSENSUAL",1
"9310",2016,"BELLTOWN","STOLEN PROPERTY OFFENSES",11
"9311",2016,"BELLTOWN","TRESPASS OF REAL PROPERTY",77
"9312",2016,"BELLTOWN","WEAPON LAW VIOLATIONS",13
"9313",2016,"BITTERLAKE","ASSAULT OFFENSES",217
"9314",2016,"BITTERLAKE","BAD CHECKS",19
"9315",2016,"BITTERLAKE","BURGLARY/BREAKING&ENTERING",191
"9316",2016,"BITTERLAKE","COUNTERFEITING/FORGERY",11
"9317",2016,"BITTERLAKE","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9318",2016,"BITTERLAKE","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",148
"9319",2016,"BITTERLAKE","DRIVING UNDER THE INFLUENCE",25
"9320",2016,"BITTERLAKE","DRUG/NARCOTIC OFFENSES",25
"9321",2016,"BITTERLAKE","EMBEZZLEMENT",1
"9322",2016,"BITTERLAKE","EXTORTION/BLACKMAIL",3
"9323",2016,"BITTERLAKE","FAMILY OFFENSES, NONVIOLENT",28
"9324",2016,"BITTERLAKE","FRAUD OFFENSES",83
"9325",2016,"BITTERLAKE","KIDNAPPING/ABDUCTION",2
"9326",2016,"BITTERLAKE","LARCENY-THEFT",448
"9327",2016,"BITTERLAKE","LIQUOR LAW VIOLATIONS",2
"9328",2016,"BITTERLAKE","MOTOR VEHICLE THEFT",94
"9329",2016,"BITTERLAKE","PEEPING TOM",1
"9330",2016,"BITTERLAKE","PROSTITUTION OFFENSES",7
"9331",2016,"BITTERLAKE","ROBBERY",24
"9332",2016,"BITTERLAKE","SEX OFFENSES",15
"9333",2016,"BITTERLAKE","SEX OFFENSES, CONSENSUAL",2
"9334",2016,"BITTERLAKE","STOLEN PROPERTY OFFENSES",6
"9335",2016,"BITTERLAKE","TRESPASS OF REAL PROPERTY",37
"9336",2016,"BITTERLAKE","WEAPON LAW VIOLATIONS",5
"9337",2016,"BRIGHTON/DUNLAP","ARSON",1
"9338",2016,"BRIGHTON/DUNLAP","ASSAULT OFFENSES",160
"9339",2016,"BRIGHTON/DUNLAP","BAD CHECKS",7
"9340",2016,"BRIGHTON/DUNLAP","BURGLARY/BREAKING&ENTERING",68
"9341",2016,"BRIGHTON/DUNLAP","COUNTERFEITING/FORGERY",3
"9342",2016,"BRIGHTON/DUNLAP","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",109
"9343",2016,"BRIGHTON/DUNLAP","DRIVING UNDER THE INFLUENCE",14
"9344",2016,"BRIGHTON/DUNLAP","DRUG/NARCOTIC OFFENSES",19
"9345",2016,"BRIGHTON/DUNLAP","EMBEZZLEMENT",1
"9346",2016,"BRIGHTON/DUNLAP","EXTORTION/BLACKMAIL",4
"9347",2016,"BRIGHTON/DUNLAP","FAMILY OFFENSES, NONVIOLENT",19
"9348",2016,"BRIGHTON/DUNLAP","FRAUD OFFENSES",40
"9349",2016,"BRIGHTON/DUNLAP","HOMICIDE OFFENSES",2
"9350",2016,"BRIGHTON/DUNLAP","KIDNAPPING/ABDUCTION",1
"9351",2016,"BRIGHTON/DUNLAP","LARCENY-THEFT",143
"9352",2016,"BRIGHTON/DUNLAP","MOTOR VEHICLE THEFT",67
"9353",2016,"BRIGHTON/DUNLAP","PORNOGRAPHY/OBSCENE MATERIAL",1
"9354",2016,"BRIGHTON/DUNLAP","ROBBERY",29
"9355",2016,"BRIGHTON/DUNLAP","SEX OFFENSES",7
"9356",2016,"BRIGHTON/DUNLAP","STOLEN PROPERTY OFFENSES",13
"9357",2016,"BRIGHTON/DUNLAP","TRESPASS OF REAL PROPERTY",27
"9358",2016,"BRIGHTON/DUNLAP","WEAPON LAW VIOLATIONS",18
"9359",2016,"CAPITOL HILL","ARSON",4
"9360",2016,"CAPITOL HILL","ASSAULT OFFENSES",759
"9361",2016,"CAPITOL HILL","BAD CHECKS",32
"9362",2016,"CAPITOL HILL","BRIBERY",1
"9363",2016,"CAPITOL HILL","BURGLARY/BREAKING&ENTERING",500
"9364",2016,"CAPITOL HILL","COUNTERFEITING/FORGERY",30
"9365",2016,"CAPITOL HILL","CURFEW/LOITERING/VAGRANCY VIOLATIONS",3
"9366",2016,"CAPITOL HILL","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",402
"9367",2016,"CAPITOL HILL","DRIVING UNDER THE INFLUENCE",136
"9368",2016,"CAPITOL HILL","DRUG/NARCOTIC OFFENSES",197
"9369",2016,"CAPITOL HILL","EMBEZZLEMENT",12
"9370",2016,"CAPITOL HILL","EXTORTION/BLACKMAIL",4
"9371",2016,"CAPITOL HILL","FAMILY OFFENSES, NONVIOLENT",37
"9372",2016,"CAPITOL HILL","FRAUD OFFENSES",213
"9373",2016,"CAPITOL HILL","HOMICIDE OFFENSES",1
"9374",2016,"CAPITOL HILL","KIDNAPPING/ABDUCTION",2
"9375",2016,"CAPITOL HILL","LARCENY-THEFT",1430
"9376",2016,"CAPITOL HILL","LIQUOR LAW VIOLATIONS",15
"9377",2016,"CAPITOL HILL","MOTOR VEHICLE THEFT",193
"9378",2016,"CAPITOL HILL","PEEPING TOM",1
"9379",2016,"CAPITOL HILL","PROSTITUTION OFFENSES",1
"9380",2016,"CAPITOL HILL","ROBBERY",124
"9381",2016,"CAPITOL HILL","SEX OFFENSES",32
"9382",2016,"CAPITOL HILL","STOLEN PROPERTY OFFENSES",31
"9383",2016,"CAPITOL HILL","TRESPASS OF REAL PROPERTY",309
"9384",2016,"CAPITOL HILL","WEAPON LAW VIOLATIONS",68
"9385",2016,"CENTRAL AREA/SQUIRE PARK","ARSON",1
"9386",2016,"CENTRAL AREA/SQUIRE PARK","ASSAULT OFFENSES",298
"9387",2016,"CENTRAL AREA/SQUIRE PARK","BAD CHECKS",9
"9388",2016,"CENTRAL AREA/SQUIRE PARK","BURGLARY/BREAKING&ENTERING",139
"9389",2016,"CENTRAL AREA/SQUIRE PARK","COUNTERFEITING/FORGERY",7
"9390",2016,"CENTRAL AREA/SQUIRE PARK","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",164
"9391",2016,"CENTRAL AREA/SQUIRE PARK","DRIVING UNDER THE INFLUENCE",37
"9392",2016,"CENTRAL AREA/SQUIRE PARK","DRUG/NARCOTIC OFFENSES",17
"9393",2016,"CENTRAL AREA/SQUIRE PARK","EMBEZZLEMENT",1
"9394",2016,"CENTRAL AREA/SQUIRE PARK","EXTORTION/BLACKMAIL",2
"9395",2016,"CENTRAL AREA/SQUIRE PARK","FAMILY OFFENSES, NONVIOLENT",33
"9396",2016,"CENTRAL AREA/SQUIRE PARK","FRAUD OFFENSES",70
"9397",2016,"CENTRAL AREA/SQUIRE PARK","HOMICIDE OFFENSES",3
"9398",2016,"CENTRAL AREA/SQUIRE PARK","KIDNAPPING/ABDUCTION",4
"9399",2016,"CENTRAL AREA/SQUIRE PARK","LARCENY-THEFT",519
"9400",2016,"CENTRAL AREA/SQUIRE PARK","LIQUOR LAW VIOLATIONS",2
"9401",2016,"CENTRAL AREA/SQUIRE PARK","MOTOR VEHICLE THEFT",102
"9402",2016,"CENTRAL AREA/SQUIRE PARK","PEEPING TOM",1
"9403",2016,"CENTRAL AREA/SQUIRE PARK","ROBBERY",43
"9404",2016,"CENTRAL AREA/SQUIRE PARK","SEX OFFENSES",10
"9405",2016,"CENTRAL AREA/SQUIRE PARK","STOLEN PROPERTY OFFENSES",9
"9406",2016,"CENTRAL AREA/SQUIRE PARK","TRESPASS OF REAL PROPERTY",108
"9407",2016,"CENTRAL AREA/SQUIRE PARK","WEAPON LAW VIOLATIONS",22
"9408",2016,"CHINATOWN/INTERNATIONAL DISTRICT","ARSON",2
"9409",2016,"CHINATOWN/INTERNATIONAL DISTRICT","ASSAULT OFFENSES",252
"9410",2016,"CHINATOWN/INTERNATIONAL DISTRICT","BAD CHECKS",10
"9411",2016,"CHINATOWN/INTERNATIONAL DISTRICT","BURGLARY/BREAKING&ENTERING",76
"9412",2016,"CHINATOWN/INTERNATIONAL DISTRICT","COUNTERFEITING/FORGERY",5
"9413",2016,"CHINATOWN/INTERNATIONAL DISTRICT","CURFEW/LOITERING/VAGRANCY VIOLATIONS",1
"9414",2016,"CHINATOWN/INTERNATIONAL DISTRICT","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",142
"9415",2016,"CHINATOWN/INTERNATIONAL DISTRICT","DRIVING UNDER THE INFLUENCE",22
"9416",2016,"CHINATOWN/INTERNATIONAL DISTRICT","DRUG/NARCOTIC OFFENSES",82
"9417",2016,"CHINATOWN/INTERNATIONAL DISTRICT","EMBEZZLEMENT",1
"9418",2016,"CHINATOWN/INTERNATIONAL DISTRICT","EXTORTION/BLACKMAIL",2
"9419",2016,"CHINATOWN/INTERNATIONAL DISTRICT","FAMILY OFFENSES, NONVIOLENT",6
"9420",2016,"CHINATOWN/INTERNATIONAL DISTRICT","FRAUD OFFENSES",36
"9421",2016,"CHINATOWN/INTERNATIONAL DISTRICT","HOMICIDE OFFENSES",2
"9422",2016,"CHINATOWN/INTERNATIONAL DISTRICT","KIDNAPPING/ABDUCTION",3
"9423",2016,"CHINATOWN/INTERNATIONAL DISTRICT","LARCENY-THEFT",1216
"9424",2016,"CHINATOWN/INTERNATIONAL DISTRICT","LIQUOR LAW VIOLATIONS",2
"9425",2016,"CHINATOWN/INTERNATIONAL DISTRICT","MOTOR VEHICLE THEFT",43
"9426",2016,"CHINATOWN/INTERNATIONAL DISTRICT","PROSTITUTION OFFENSES",36
"9427",2016,"CHINATOWN/INTERNATIONAL DISTRICT","ROBBERY",82
"9428",2016,"CHINATOWN/INTERNATIONAL DISTRICT","SEX OFFENSES",10
"9429",2016,"CHINATOWN/INTERNATIONAL DISTRICT","STOLEN PROPERTY OFFENSES",6
"9430",2016,"CHINATOWN/INTERNATIONAL DISTRICT","TRESPASS OF REAL PROPERTY",83
"9431",2016,"CHINATOWN/INTERNATIONAL DISTRICT","WEAPON LAW VIOLATIONS",12
"9432",2016,"CLAREMONT/RAINIER VISTA","ASSAULT OFFENSES",90
"9433",2016,"CLAREMONT/RAINIER VISTA","BAD CHECKS",8
"9434",2016,"CLAREMONT/RAINIER VISTA","BURGLARY/BREAKING&ENTERING",24
"9435",2016,"CLAREMONT/RAINIER VISTA","COUNTERFEITING/FORGERY",2
"9436",2016,"CLAREMONT/RAINIER VISTA","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",53
"9437",2016,"CLAREMONT/RAINIER VISTA","DRIVING UNDER THE INFLUENCE",7
"9438",2016,"CLAREMONT/RAINIER VISTA","DRUG/NARCOTIC OFFENSES",10
"9439",2016,"CLAREMONT/RAINIER VISTA","FAMILY OFFENSES, NONVIOLENT",15
"9440",2016,"CLAREMONT/RAINIER VISTA","FRAUD OFFENSES",11
